"Method","tau","n","p","seed","num_bin","beta0","beta1","beta2","time"
"mRock_kNN_bs_Neyman",0.8,10000,2,207,2,0.00984774242096442,-0.0179013851866001,-0.00617555532651792,116.554
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,2,0.0111070099459354,-0.018309368245963,-0.00629181117867628,104.635
"mRock_kNN_bs_Neyman",0.8,10000,2,207,3,0.00452879652191274,0.00399626636836681,-0.0374838921765797,117.272
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,3,0.00494544711859035,0.00432968938554934,-0.0383718777715858,103.036
"mRock_kNN_bs_Neyman",0.8,10000,2,207,4,0.00166136415201423,0.000654598931491002,-0.0293801251476982,115.573
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,4,0.00293002827997513,0.000559846935304975,-0.0300456686272295,102.649
"mRock_kNN_bs_Neyman",0.8,10000,2,207,5,0.00689554331414821,-0.00115342552446807,-0.0282737820498777,115.537
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,5,0.00805782581136305,-0.00138649170243577,-0.0283944261035289,102.572
"mRock_kNN_bs_Neyman",0.8,10000,2,207,6,0.00871131368745637,-0.0135123990961006,-0.0102417060737912,115.528
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,6,0.00931620730368699,-0.0130421256597204,-0.011334052775676,101.485
"mRock_kNN_bs_Neyman",0.8,10000,2,207,7,0.00738276962034834,-0.00522966886621523,-0.0236375777201632,115.916
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,7,0.00815697882278421,-0.00529351589213345,-0.024325003446255,102.108
"mRock_kNN_bs_Neyman",0.8,10000,2,207,8,0.00438879824184202,-0.00413560168345706,-0.0233365563784167,115.847
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,8,0.00519917952050841,-0.00426864350248968,-0.0236447977158374,102.319
"mRock_kNN_bs_Neyman",0.8,10000,2,207,9,0.00409488085557519,-0.00366022267021693,-0.0172955583295531,115.933
"mRock_kNN_global_linear_Neyman",0.8,10000,2,207,9,0.00528824527664185,-0.00394278579830765,-0.0186906344316693,101.986
"two_step_Neyman",0.8,10000,2,207,NA,0.0482813761953664,-0.0261479247722014,-0.030126827462821,0.0670000000000073
"two_step_LS",0.8,10000,2,207,NA,0.0302364152072574,-0.0167600394218987,-0.0274935575275199,0.0140000000001237
"mRock_kNN_bs_Neyman",0.8,10000,2,208,2,-0.0376400106405825,0.0187636634331652,0.0506226966235754,117.687
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,2,-0.0375374212124806,0.0187084560875803,0.0505577860995192,104.19
"mRock_kNN_bs_Neyman",0.8,10000,2,208,3,-0.0268007574473619,0.0121128690785426,0.0509127212850418,117.664
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,3,-0.0266154227788686,0.0120460698469813,0.0506650636192303,103.073
"mRock_kNN_bs_Neyman",0.8,10000,2,208,4,-0.0280909248922692,0.0222105058581006,0.0349494068894085,115.879
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,4,-0.027783510166504,0.021910582936246,0.0351912143348931,102.69
"mRock_kNN_bs_Neyman",0.8,10000,2,208,5,-0.0300200034601155,0.0229447137882497,0.0376733453761613,115.799
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,5,-0.0296801889930847,0.0226265147895863,0.0377139081972189,102.412
"mRock_kNN_bs_Neyman",0.8,10000,2,208,6,-0.0221835632319793,0.00861493525104873,0.0556290830297295,115.798
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,6,-0.0218107920013744,0.00835241326358327,0.0554635684842335,101.637
"mRock_kNN_bs_Neyman",0.8,10000,2,208,7,-0.020987536023922,0.0042162114323796,0.0626124008121192,116.037
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,7,-0.0208537910021995,0.00415063631581747,0.0626213065829377,102.299
"mRock_kNN_bs_Neyman",0.8,10000,2,208,8,-0.025777552009719,0.0116314748943704,0.0579702943462026,115.965
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,8,-0.0258713323791036,0.0118136673269493,0.0582007662920008,102.286
"mRock_kNN_bs_Neyman",0.8,10000,2,208,9,-0.0252523269207989,0.0156733503158151,0.0465114726649354,116.423
"mRock_kNN_global_linear_Neyman",0.8,10000,2,208,9,-0.0250814221912881,0.0156344005038438,0.0464421860222393,101.927
"two_step_Neyman",0.8,10000,2,208,NA,-0.0361478408724938,0.0167092418061463,0.0514647301363631,0.0730000000000928
"two_step_LS",0.8,10000,2,208,NA,-0.032131424619916,0.0154243554026574,0.0477553004101994,0.0219999999999345
"mRock_kNN_bs_Neyman",0.8,10000,2,209,2,-0.0380729147143137,0.0225445410897147,-0.0144482571366922,116.754
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,2,-0.0384232396603961,0.0222011492823331,-0.0129296711789308,104.749
"mRock_kNN_bs_Neyman",0.8,10000,2,209,3,-0.0226813530070937,0.029184614239699,-0.0372793997857128,116.162
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,3,-0.0228527387411976,0.0301889704857947,-0.0376177400884696,102.721
"mRock_kNN_bs_Neyman",0.8,10000,2,209,4,-0.0301357317007449,0.0271360510140504,-0.0258693279007263,115.478
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,4,-0.0306357057907951,0.0275902134297468,-0.0247406292257901,103.015
"mRock_kNN_bs_Neyman",0.8,10000,2,209,5,-0.0174715382018031,0.00919899209115282,-0.00634359077260349,115.217
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,5,-0.0178811613882564,0.00981466555361798,-0.00560847730386094,102.977
"mRock_kNN_bs_Neyman",0.8,10000,2,209,6,-0.0179390905674128,0.0137378300826416,-0.014520672301698,115.102
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,6,-0.0184629221758421,0.0147558181486542,-0.0142445835100249,102.013
"mRock_kNN_bs_Neyman",0.8,10000,2,209,7,-0.0190370125850428,0.0147873414035802,-0.0122534179207188,115.468
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,7,-0.019378180372615,0.0151991446755741,-0.0114499000750534,102.459
"mRock_kNN_bs_Neyman",0.8,10000,2,209,8,-0.0234575908364261,0.0177910972382853,-0.0148542632332074,115.459
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,8,-0.0238214048515211,0.018562471793262,-0.0144499239244835,102.767
"mRock_kNN_bs_Neyman",0.8,10000,2,209,9,-0.0205224211474822,0.0171762149686647,-0.0177820276562342,115.553
"mRock_kNN_global_linear_Neyman",0.8,10000,2,209,9,-0.0207273544603475,0.017795093076638,-0.017539891121821,102.359
"two_step_Neyman",0.8,10000,2,209,NA,-0.00514477459229812,0.00642796652913669,-0.0156291881900472,0.0720000000001164
"two_step_LS",0.8,10000,2,209,NA,-0.0190306179303898,0.0140954334093966,-0.0140209943450085,0.0219999999999345
"mRock_kNN_bs_Neyman",0.8,10000,2,21,2,-0.0448475149585064,0.0368921800243913,0.0158405272086224,117.509
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,2,-0.0447075603426006,0.0370012509527005,0.0156172502346896,104.844
"mRock_kNN_bs_Neyman",0.8,10000,2,21,3,-0.0211569923940436,0.0134261531322881,0.0380093838767852,117.451
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,3,-0.0208098502625444,0.0130980907243066,0.0381642468099752,103.592
"mRock_kNN_bs_Neyman",0.8,10000,2,21,4,-0.0222968593186776,0.0253458855381123,0.0201105340827876,116.913
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,4,-0.0218520980665622,0.0250966430171844,0.0201809455577733,103.55
"mRock_kNN_bs_Neyman",0.8,10000,2,21,5,-0.0243775946505913,0.0303198286791231,0.0126797215205272,116.872
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,5,-0.0242722900394154,0.0305710341177199,0.0121290539367305,103.812
"mRock_kNN_bs_Neyman",0.8,10000,2,21,6,-0.0252323200375422,0.0347967285420476,0.00547129465439689,116.919
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,6,-0.0241060576458219,0.0341981380609093,0.00554064792286812,103.608
"mRock_kNN_bs_Neyman",0.8,10000,2,21,7,-0.0169846176419342,0.033411757994303,0.00159857872620872,116.896
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,7,-0.0162050301652603,0.0330879607674062,0.00140217093079631,103.882
"mRock_kNN_bs_Neyman",0.8,10000,2,21,8,-0.0116723143167463,0.0172942127590781,0.0231973850226801,116.82
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,8,-0.010955749641582,0.0168625326480569,0.0234836363360538,103.794
"mRock_kNN_bs_Neyman",0.8,10000,2,21,9,-0.00780265405244007,0.019012455625695,0.0132599299769236,117.097
"mRock_kNN_global_linear_Neyman",0.8,10000,2,21,9,-0.00769232725419156,0.0188759542491339,0.0135568695539483,103.553
"two_step_Neyman",0.8,10000,2,21,NA,-0.0284901795659969,0.0243580788582287,0.0295368792544535,0.0740000000000691
"two_step_LS",0.8,10000,2,21,NA,-0.0243588576852813,0.0225830708086181,0.0275907622402922,0.0169999999998254
"mRock_kNN_bs_Neyman",0.8,10000,2,210,2,-0.0175670788658937,0.0152011670986725,0.000884715689768001,117.417
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,2,-0.0174527145530932,0.0151786187825542,0.00168379554910469,104.609
"mRock_kNN_bs_Neyman",0.8,10000,2,210,3,-0.0284867767787598,0.0209227039915336,-0.000207542570255903,116.901
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,3,-0.0298976272096956,0.0212665048911012,0.00135247245496828,103.398
"mRock_kNN_bs_Neyman",0.8,10000,2,210,4,-0.0246196022011864,0.0134012347473167,0.00987804064456554,116.465
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,4,-0.025841988301974,0.0143194687368311,0.0102148790926346,103.267
"mRock_kNN_bs_Neyman",0.8,10000,2,210,5,-0.0119045306723944,0.00198597824209434,0.0178119265580428,116.147
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,5,-0.0136623167377432,0.003136676667991,0.0181869243990143,102.911
"mRock_kNN_bs_Neyman",0.8,10000,2,210,6,-0.0128804633068653,0.00216894099055276,0.01717675116147,116.615
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,6,-0.0137390629794298,0.00282779203672012,0.0177986010495497,102.808
"mRock_kNN_bs_Neyman",0.8,10000,2,210,7,-0.00519159637427902,-0.000366736607787299,0.0136052681833903,116.759
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,7,-0.00614094262164655,0.000443770586809666,0.0135408425448915,103.042
"mRock_kNN_bs_Neyman",0.8,10000,2,210,8,-0.0103329475239942,0.00353251645750685,0.0108430643354405,116.649
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,8,-0.0114584286634691,0.00397483136906995,0.0117332112734214,103.303
"mRock_kNN_bs_Neyman",0.8,10000,2,210,9,-0.0151542548568759,0.00660234042376517,0.010818349323122,117.196
"mRock_kNN_global_linear_Neyman",0.8,10000,2,210,9,-0.0164260721434419,0.00752068424825358,0.0107127266085421,103.247
"two_step_Neyman",0.8,10000,2,210,NA,-0.0158265009461238,0.00434300665556941,0.0158795273582539,0.0540000000000873
"two_step_LS",0.8,10000,2,210,NA,-0.0112186945012516,0.00295690917248725,0.0106668649530635,0.0190000000000055
"mRock_kNN_bs_Neyman",0.8,10000,2,211,2,0.0192443740538386,-0.0154674896219755,-0.000182214707892925,116.386
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,2,0.0187891531173885,-0.0155341405196459,0.0011878386490265,104.57
"mRock_kNN_bs_Neyman",0.8,10000,2,211,3,0.00830276598220614,-0.00605390543971041,-0.00428715353029929,116.39
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,3,0.00827140612387089,-0.00632198024314157,-0.00321717934571275,103.514
"mRock_kNN_bs_Neyman",0.8,10000,2,211,4,-0.003382905577203,0.00760832599403338,-0.0169368219170485,115.545
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,4,-0.00254200973747576,0.00707263246890699,-0.0163448830438204,103.498
"mRock_kNN_bs_Neyman",0.8,10000,2,211,5,0.0105147608530258,-0.0011365090835298,-0.0141327070925916,115.288
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,5,0.0100862180638139,-0.000920738727820059,-0.0136317045426786,103.601
"mRock_kNN_bs_Neyman",0.8,10000,2,211,6,0.00379398016649879,0.00234380206306861,-0.011305381456709,116.069
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,6,0.00378535170112793,0.00236013012724623,-0.0108308003587121,103.104
"mRock_kNN_bs_Neyman",0.8,10000,2,211,7,0.00385688024862341,0.00356494813395347,-0.0162616987758497,115.778
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,7,0.00380390394562435,0.0035076981270965,-0.0154309566410946,103.543
"mRock_kNN_bs_Neyman",0.8,10000,2,211,8,0.0121472005774228,-0.000452462930193853,-0.0178384374018963,115.761
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,8,0.0119989766733899,-0.000699896380595533,-0.0166271780137963,103.58
"mRock_kNN_bs_Neyman",0.8,10000,2,211,9,0.0086941068103068,-0.00139914384587092,-0.0131563221634066,115.856
"mRock_kNN_global_linear_Neyman",0.8,10000,2,211,9,0.00870873571782838,-0.0014356800976385,-0.0129232197312916,103.439
"two_step_Neyman",0.8,10000,2,211,NA,0.0132527882317985,-0.000152616133350492,-0.0215271389611695,0.0550000000000637
"two_step_LS",0.8,10000,2,211,NA,0.0151810534698855,-0.00289519328815446,-0.0151673106556505,0.0190000000000055
"mRock_kNN_bs_Neyman",0.8,10000,2,212,2,-0.000435323527175235,0.0172988125791109,-0.0448776639250186,120.017
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,2,-0.000772216103259948,0.0174896674482699,-0.0443597020282143,106.579
"mRock_kNN_bs_Neyman",0.8,10000,2,212,3,-0.00280110390135468,0.0141283644773051,-0.0289194737252139,119.605
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,3,-0.00307323576659058,0.014043228235403,-0.0282942019377108,105.445
"mRock_kNN_bs_Neyman",0.8,10000,2,212,4,0.00799929134007482,-0.000832349858883141,-0.0180194922433419,119.444
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,4,0.00789150420353235,-0.000812014143867668,-0.0173866333232615,105.364
"mRock_kNN_bs_Neyman",0.8,10000,2,212,5,0.01295869066845,-0.0118106048117776,-0.00101017203010123,116.92
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,5,0.0127773652673508,-0.011810126440337,-0.0008817869262705,105.029
"mRock_kNN_bs_Neyman",0.8,10000,2,212,6,0.00537996050411271,-0.00394791372795078,-0.00918008965281558,116.918
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,6,0.00495644422148156,-0.00386299017770453,-0.00868533544902839,103.338
"mRock_kNN_bs_Neyman",0.8,10000,2,212,7,0.00406108570209263,-0.00501910904256242,-0.00508618817402784,117.152
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,7,0.00354186121567279,-0.00505837711044466,-0.00432848365636929,103.346
"mRock_kNN_bs_Neyman",0.8,10000,2,212,8,0.00613982601951935,-0.00351542731654275,-0.0110771459982084,117.176
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,8,0.00563533638881375,-0.00339720108488839,-0.0106213175141514,103.361
"mRock_kNN_bs_Neyman",0.8,10000,2,212,9,0.00544528468044869,-0.00224289336663785,-0.0110940106906066,116.97
"mRock_kNN_global_linear_Neyman",0.8,10000,2,212,9,0.00491421048977081,-0.00207620185223778,-0.0104242845006626,103.278
"two_step_Neyman",0.8,10000,2,212,NA,0.00357116145595371,-0.0048405779983276,-0.00294117588376253,0.0660000000000309
"two_step_LS",0.8,10000,2,212,NA,0.00426022144357563,-0.00526876772936902,-0.00230320166704434,0.01299999999992
"mRock_kNN_bs_Neyman",0.8,10000,2,213,2,-0.000201153450082536,-0.00558156093583673,-0.0107062477365059,116.358
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,2,-0.0001975756000272,-0.00510403396685977,-0.0116021546528007,104.975
"mRock_kNN_bs_Neyman",0.8,10000,2,213,3,-7.21929174751779e-05,0.00526747731069888,-0.0323862409313973,116.238
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,3,8.34007800414316e-05,0.0056473255889733,-0.0328442721053976,103.406
"mRock_kNN_bs_Neyman",0.8,10000,2,213,4,0.00472131212101989,-0.00795623287895308,-0.013049988565669,115.801
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,4,0.00512199039240291,-0.00796254464858581,-0.0131269134937906,103.7
"mRock_kNN_bs_Neyman",0.8,10000,2,213,5,-0.00296980193230567,0.00782687394983839,-0.0354079975065256,115.603
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,5,-0.00263135888706656,0.00803518328606989,-0.0360349998921752,103.949
"mRock_kNN_bs_Neyman",0.8,10000,2,213,6,-0.00243426070977248,0.00670864505659097,-0.0310957877467288,115.947
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,6,-0.00183918082964274,0.00679126603335156,-0.0318201561714826,103.786
"mRock_kNN_bs_Neyman",0.8,10000,2,213,7,-0.00260198866317607,0.00520215429505111,-0.0304034436836362,115.848
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,7,-0.00204409338424294,0.00494778651909034,-0.0302745354473197,103.963
"mRock_kNN_bs_Neyman",0.8,10000,2,213,8,-0.000276945672378792,0.000739687498689801,-0.0233955470139877,115.932
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,8,0.000203016264713307,0.000652165799719828,-0.0236478697708655,103.941
"mRock_kNN_bs_Neyman",0.8,10000,2,213,9,-0.0026456542146458,0.00159961498318406,-0.0253001333679137,116.335
"mRock_kNN_global_linear_Neyman",0.8,10000,2,213,9,-0.0022038166515741,0.00155918166051094,-0.0254114664565979,103.944
"two_step_Neyman",0.8,10000,2,213,NA,0.00143597248257299,-0.00206163618203359,-0.0217953407155287,0.0699999999999363
"two_step_LS",0.8,10000,2,213,NA,0.00974494290098482,-0.00614173514093252,-0.0233944331336255,0.0139999999998963
"mRock_kNN_bs_Neyman",0.8,10000,2,214,2,0.000632662750478019,0.00615951731131226,0.0342999154857972,116.602
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,2,0.00050260155186832,0.00606713981158702,0.0343763314032905,104.413
"mRock_kNN_bs_Neyman",0.8,10000,2,214,3,0.000176809677564504,0.00897425089996284,0.0282790310327439,117.311
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,3,0.000195720703564328,0.00868216173030412,0.0286966982425199,104.795
"mRock_kNN_bs_Neyman",0.8,10000,2,214,4,0.00776779116404858,-0.00140483768001376,0.0380271260302614,117.582
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,4,0.00809042226031575,-0.00190349049909377,0.0389149498144183,105.08
"mRock_kNN_bs_Neyman",0.8,10000,2,214,5,0.00502929258715312,0.00638413710998442,0.0272639762019873,117.265
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,5,0.00521421344188888,0.00634758029768356,0.0270811019821693,106.345
"mRock_kNN_bs_Neyman",0.8,10000,2,214,6,0.00201232545210583,0.0108656643725844,0.0239529451723115,117.365
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,6,0.00235287859610978,0.010383991481314,0.0242181736328364,105.456
"mRock_kNN_bs_Neyman",0.8,10000,2,214,7,-0.00360474847885972,0.0178288328084175,0.0160492979024802,118.079
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,7,-0.00327471805295421,0.0174655170970874,0.0161668012322478,105.153
"mRock_kNN_bs_Neyman",0.8,10000,2,214,8,-0.00312325126820401,0.0146311675857,0.0227289168238274,117.19
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,8,-0.00303364769179271,0.0145110192101718,0.0229957157816161,105.248
"mRock_kNN_bs_Neyman",0.8,10000,2,214,9,0.00490400617374043,0.0110801687597646,0.0213675813347063,117.749
"mRock_kNN_global_linear_Neyman",0.8,10000,2,214,9,0.00519258364174702,0.01100004038513,0.0211736735770218,105.044
"two_step_Neyman",0.8,10000,2,214,NA,-0.0143849317207465,0.021953597018872,0.021333050715687,0.0779999999999745
"two_step_LS",0.8,10000,2,214,NA,-0.0181876590606282,0.023130611956768,0.0244013863349588,0.0219999999999345
"mRock_kNN_bs_Neyman",0.8,10000,2,215,2,-0.013112859180475,-0.0070256697939266,0.00581123511579484,114.84
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,2,-0.0132810084892279,-0.00688776346540987,0.00574781632581445,102.625
"mRock_kNN_bs_Neyman",0.8,10000,2,215,3,-0.00812175508751634,-0.0192941782529568,0.0210911937982425,116.588
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,3,-0.00828794105383523,-0.0193361560593033,0.0212960085988971,100.983
"mRock_kNN_bs_Neyman",0.8,10000,2,215,4,-0.00827235415977023,-0.0143663550992934,0.0121412063097868,116.269
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,4,-0.0085398133067256,-0.0140876640370577,0.0118186975915098,102.472
"mRock_kNN_bs_Neyman",0.8,10000,2,215,5,-0.0159114950115933,-0.000189148185788302,-0.00554468803990016,115.895
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,5,-0.0159023942128043,-4.49012694039297e-05,-0.00587382704852235,102.738
"mRock_kNN_bs_Neyman",0.8,10000,2,215,6,-0.0177881768709418,0.000344222154956775,-0.00283766050654322,115.964
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,6,-0.0178485431723132,0.000505440176302052,-0.00293251835116592,102.368
"mRock_kNN_bs_Neyman",0.8,10000,2,215,7,-0.0155074850316426,-0.0019827980607463,0.00384278566773588,115.981
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,7,-0.015701362462756,-0.00158214290043412,0.00322734085177245,102.659
"mRock_kNN_bs_Neyman",0.8,10000,2,215,8,-0.0139996685003876,-0.00266390894359425,-0.00145481607743214,116.142
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,8,-0.0140800113315649,-0.0026993475683823,-0.0012025437815133,102.414
"mRock_kNN_bs_Neyman",0.8,10000,2,215,9,-0.0113714637498568,-0.00482549041554226,0.0017519416518228,116.562
"mRock_kNN_global_linear_Neyman",0.8,10000,2,215,9,-0.0115607973656684,-0.00452175383619169,0.00139030972835474,102.473
"two_step_Neyman",0.8,10000,2,215,NA,-0.011457908821761,-0.00539194999630332,0.0011485313320172,0.0539999999998599
"two_step_LS",0.8,10000,2,215,NA,-0.0101801837645195,-0.00609943748013508,0.000348091713840759,0.012000000000171
"mRock_kNN_bs_Neyman",0.8,10000,2,216,2,0.0235421610085802,-0.0114515134805702,-0.0150515649770124,116.904
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,2,0.0233617751091841,-0.0112643730289692,-0.0147737327146427,105.31
"mRock_kNN_bs_Neyman",0.8,10000,2,216,3,0.0151801097137672,6.03035160020582e-05,-0.017092314890454,116.956
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,3,0.0150447636124524,-3.14909794241203e-06,-0.0169010022423883,104.047
"mRock_kNN_bs_Neyman",0.8,10000,2,216,4,0.0263874668447757,-0.0176270936435339,0.00463796337167022,116.386
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,4,0.0266846426473584,-0.0176405662204293,0.00422635977691055,103.914
"mRock_kNN_bs_Neyman",0.8,10000,2,216,5,0.0259531107716915,-0.0172855693580445,0.00439059442971423,116.322
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,5,0.0260541598588939,-0.0172566169877251,0.00441126058473351,104.247
"mRock_kNN_bs_Neyman",0.8,10000,2,216,6,0.0232161048556272,-0.0177266609235383,0.00705703035338789,116.394
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,6,0.0237869491676523,-0.0179781778197152,0.00704864695932361,103.977
"mRock_kNN_bs_Neyman",0.8,10000,2,216,7,0.0222756707164271,-0.0166252262416728,0.00283655704723706,116.601
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,7,0.0224297845255552,-0.0164289306483032,0.00222846988679404,103.991
"mRock_kNN_bs_Neyman",0.8,10000,2,216,8,0.0224968434265074,-0.0140911613283472,0.00623894558302407,116.513
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,8,0.0225241978115298,-0.0139374104181931,0.00634297154044283,103.994
"mRock_kNN_bs_Neyman",0.8,10000,2,216,9,0.0200718551663552,-0.0131592357062376,0.00262103811336978,116.538
"mRock_kNN_global_linear_Neyman",0.8,10000,2,216,9,0.0203187785118701,-0.0130627446452452,0.00234125296759657,104.011
"two_step_Neyman",0.8,10000,2,216,NA,0.0274961579476294,-0.0132693206695191,-0.0131472132860218,0.0670000000000073
"two_step_LS",0.8,10000,2,216,NA,0.0174610126462942,-0.011540639513111,0.00050025880751825,0.0140000000001237
"mRock_kNN_bs_Neyman",0.8,10000,2,217,2,0.0147547658828253,-0.0186530722695464,0.0129895837130922,117.425
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,2,0.0148448287279574,-0.0188240523998147,0.0135029261368595,104.553
"mRock_kNN_bs_Neyman",0.8,10000,2,217,3,0.0255346461744255,-0.0398601333405209,0.0376830447494072,117.433
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,3,0.0256803112391921,-0.039667035540484,0.0372879478281378,103.273
"mRock_kNN_bs_Neyman",0.8,10000,2,217,4,0.0209811990198157,-0.0206676133981829,0.0113173751863851,116.943
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,4,0.0213181747362126,-0.0207878849756558,0.011200755002684,103.209
"mRock_kNN_bs_Neyman",0.8,10000,2,217,5,0.00818774424814195,-0.0139898466675032,0.0124307134780866,116.881
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,5,0.00854924099440324,-0.0139803680626147,0.012219884368335,103.477
"mRock_kNN_bs_Neyman",0.8,10000,2,217,6,0.0101182117034915,-0.0138847669308362,0.0104511884717366,116.862
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,6,0.0103946541148887,-0.0140204169203759,0.0103918676462618,103.275
"mRock_kNN_bs_Neyman",0.8,10000,2,217,7,0.00524947128614595,-0.00790410652699247,0.00464729287032561,117.104
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,7,0.0051387913541725,-0.00769378332311144,0.00464451455158343,103.26
"mRock_kNN_bs_Neyman",0.8,10000,2,217,8,0.00803095638542817,-0.0116820843131573,0.0114999235597475,117.097
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,8,0.00803733896606973,-0.0116281616807759,0.0117606926011984,103.221
"mRock_kNN_bs_Neyman",0.8,10000,2,217,9,0.00799917846082843,-0.0159973804529541,0.0161950548850145,117.14
"mRock_kNN_global_linear_Neyman",0.8,10000,2,217,9,0.00844186521530133,-0.0160585377761708,0.0161412318627727,103.209
"two_step_Neyman",0.8,10000,2,217,NA,0.0191635042878604,-0.017295416469322,0.00345544453544111,0.0640000000000782
"two_step_LS",0.8,10000,2,217,NA,0.0237208795990931,-0.0188629523889392,-0.000325071930829424,0.0199999999999818
"mRock_kNN_bs_Neyman",0.8,10000,2,218,2,0.00935964672317802,-0.0148274233796677,0.0462596422321058,117.377
"mRock_kNN_global_linear_Neyman",0.8,10000,2,218,2,0.00944280608925041,-0.0148459717022269,0.0465627503839166,103.878
"mRock_kNN_bs_Neyman",0.8,10000,2,218,3,0.0100399719918431,-0.00826803726055969,0.0299424320852362,117.075
"mRock_kNN_global_linear_Neyman",0.8,10000,2,218,3,0.0101479673777689,-0.00825098598359508,0.030138458568894,102.661
"mRock_kNN_bs_Neyman",0.8,10000,2,218,4,-0.00734293593035962,0.0110558715305911,0.014935996465212,116.617
