"Method","tau","n","p","seed","beta0","beta1","beta2"
"two_step_Neyman",0.9,2000,2,397,-8.79215019372572,4.74341254158541,6.74250452019841
"two_step_LS",0.9,2000,2,397,0.225582021092396,-1.69339543724703,4.08793936028623
"mRock",0.9,2000,2,397,0.176663653394169,-0.185201610744024,2.00537835410228
"two_step_Neyman",0.9,2000,2,398,2.78462832381717,-6.07495321232627,1.87734266744307
"two_step_LS",0.9,2000,2,398,6.01804913768965,-6.57427427624596,-0.836311876871235
"mRock",0.9,2000,2,398,0.662154642153181,-0.868429769278316,-2.33450393302185
"two_step_Neyman",0.9,2000,2,399,-7.77227666158196,0.232643081370986,8.02152714887075
"two_step_LS",0.9,2000,2,399,-0.715472661252177,-1.24223437520894,2.53760445547672
"mRock",0.9,2000,2,399,-0.0219489535388897,-0.183681402940193,0.0399628078688608
"two_step_Neyman",0.9,2000,2,4,-5.29318286169931,8.10915938155851,-0.323606200639659
"two_step_LS",0.9,2000,2,4,-4.53703584695301,2.60909639660479,4.54105393281738
"mRock",0.9,2000,2,4,-0.8124122119877,0.821859219043102,1.68997698166756
"two_step_Neyman",0.9,2000,2,40,0.450137435294046,-0.581394533385535,-1.96847940191485
"two_step_LS",0.9,2000,2,40,-9.2806475417156,6.48079261411438,0.529496823334725
"mRock",0.9,2000,2,40,0.369036320016971,-0.0398841482154952,-3.32613025013964
"two_step_Neyman",0.9,2000,2,400,5.64308934033124,-9.17877333859742,9.79531057258869
"two_step_LS",0.9,2000,2,400,4.10488250504744,-4.37030055671492,6.57024791102143
"mRock",0.9,2000,2,400,0.0643970638480731,-0.636853434755844,6.3576654499692
"two_step_Neyman",0.9,2000,2,401,-5.93380295510249,14.4533829873417,-11.9124880056943
"two_step_LS",0.9,2000,2,401,-0.0972047635904199,6.3973494921882,-9.83771650417877
"mRock",0.9,2000,2,401,-0.914394196102818,6.1954467207689,-9.43356241951386
"two_step_Neyman",0.9,2000,2,402,-0.456025265911645,0.284173058192632,-2.71472927853152
"two_step_LS",0.9,2000,2,402,1.13231725866512,0.175900501331042,-4.36063532363529
"mRock",0.9,2000,2,402,-0.177847924524373,-0.170813317846176,-2.97062179625919
"two_step_Neyman",0.9,2000,2,403,-9.74040221470798,5.64209358039557,1.62299091572194
"two_step_LS",0.9,2000,2,403,-5.46055344056312,3.15369563185236,-0.0806229768799938
"mRock",0.9,2000,2,403,-0.650985890137364,0.563815005840772,-3.42457239848021
"two_step_Neyman",0.9,2000,2,404,7.68339500965195,-2.6397202062146,-6.49758637278316
"two_step_LS",0.9,2000,2,404,6.20070417177471,-1.29667626715382,-6.49999103333587
"mRock",0.9,2000,2,404,0.584030938130191,-0.628855665630935,-2.30725155383681
"two_step_Neyman",0.9,2000,2,405,0.175483220274063,-2.00496121554624,2.85358094927692
"two_step_LS",0.9,2000,2,405,6.12573200097806,-7.45960753011048,2.2522316999888
"mRock",0.9,2000,2,405,-0.149182306567093,-0.19629105175117,-0.0207532275643558
"two_step_Neyman",0.9,2000,2,406,0.262709350899669,-1.82563301812747,6.28726604685686
"two_step_LS",0.9,2000,2,406,1.53766409411172,-3.94489485092215,7.1863937874809
"mRock",0.9,2000,2,406,0.0556541983928138,0.0567321948211448,2.97764919138703
"two_step_Neyman",0.9,2000,2,407,10.9642756657282,-5.33031725917706,-11.0145777762528
"two_step_LS",0.9,2000,2,407,5.0109605564132,-0.984103139724124,-9.29753788127759
"mRock",0.9,2000,2,407,2.41099752434416,-1.5021375109254,-7.3196230132195
"two_step_Neyman",0.9,2000,2,408,0.416700673324294,1.47382332255964,-5.99770309214288
"two_step_LS",0.9,2000,2,408,1.96844897754448,-1.69507188281139,-4.27528315662605
"mRock",0.9,2000,2,408,0.284722686130435,-0.044085111747207,-5.32746423412382
"two_step_Neyman",0.9,2000,2,409,-1.30323172696227,4.06245227267657,-2.97130074908542
"two_step_LS",0.9,2000,2,409,-0.550225820074463,3.6096413754975,-3.22733824389407
"mRock",0.9,2000,2,409,0.0293014203952833,0.270558204694743,-1.45949159270127
"two_step_Neyman",0.9,2000,2,41,1.61910991026593,-8.19715983669978,6.34383603810545
"two_step_LS",0.9,2000,2,41,0.323554233645341,-3.31434500055903,2.80369974745679
"mRock",0.9,2000,2,41,0.462520176501668,-0.676768652276503,-0.798570641345734
"two_step_Neyman",0.9,2000,2,410,6.81369297015182,-0.534072629040505,-7.57896817184445
"two_step_LS",0.9,2000,2,410,1.42104407243376,-1.33276205829103,-1.48408168892479
"mRock",0.9,2000,2,410,0.57839472429485,-0.35424838897331,-2.48674541001122
"two_step_Neyman",0.9,2000,2,411,-3.26696820406777,0.972759757247009,2.46121516343499
"two_step_LS",0.9,2000,2,411,-1.64782747261015,-0.831474924611586,2.76365102322659
"mRock",0.9,2000,2,411,-0.0660626650269496,-0.1661280812126,-0.151958731165735
"two_step_Neyman",0.9,2000,2,412,-17.3021723010825,11.2926646783715,11.652964488907
"two_step_LS",0.9,2000,2,412,-10.8813471756238,5.71578452319113,10.8832250399779
"mRock",0.9,2000,2,412,-1.06687244087176,1.11013949659821,4.42029856243389
"two_step_Neyman",0.9,2000,2,413,3.11905785838844,-5.73402142036489,2.43590382597412
"two_step_LS",0.9,2000,2,413,-1.02806440329104,-1.43414638306439,2.18112826897929
"mRock",0.9,2000,2,413,-0.123948120213521,-0.191677835272456,-0.692214125404433
"two_step_Neyman",0.9,2000,2,414,-15.5316426107249,10.251280040002,4.43458255806712
"two_step_LS",0.9,2000,2,414,-4.3157279914691,1.63772057167374,2.04535193718166
"mRock",0.9,2000,2,414,-0.222799679759065,0.459025876216777,-2.77844735248854
"two_step_Neyman",0.9,2000,2,415,0.0767775608795569,-1.01983125203895,6.01620272234727
"two_step_LS",0.9,2000,2,415,2.43199071589264,-3.22149398019914,5.79900682415634
"mRock",0.9,2000,2,415,0.167476367362495,-0.266134281023619,3.64163481311174
"two_step_Neyman",0.9,2000,2,416,0.176091882757325,3.78525504075257,-7.06114920396757
"two_step_LS",0.9,2000,2,416,-2.10914973914517,4.56253350568616,-5.52402446682264
"mRock",0.9,2000,2,416,0.168655009400513,0.198328197126579,-4.36297258452532
"two_step_Neyman",0.9,2000,2,417,0.67844872466689,-1.75463008600892,-0.0590805075409406
"two_step_LS",0.9,2000,2,417,1.70199627431863,-3.9710117366786,1.15537463292405
"mRock",0.9,2000,2,417,0.129495233321911,-0.0625756338639687,-2.03549365477636
"two_step_Neyman",0.9,2000,2,418,0.897685440616628,-4.84345003557759,4.65459716556137
"two_step_LS",0.9,2000,2,418,3.13100950563056,-4.25254718165144,2.02418980361061
"mRock",0.9,2000,2,418,0.110783452996456,-0.41738032257906,0.345546777061884
"two_step_Neyman",0.9,2000,2,419,3.27323157669377,-4.57909960930545,-2.88501771310223
"two_step_LS",0.9,2000,2,419,0.750725536620108,-3.28712185536836,-1.65448942696524
"mRock",0.9,2000,2,419,0.339997666410566,-0.630360524029066,-4.88906000382779
"two_step_Neyman",0.9,2000,2,42,1.56973259916684,-0.957531370296118,4.6982724664757
"two_step_LS",0.9,2000,2,42,-0.203130644180168,1.3587522484135,4.4744430529353
"mRock",0.9,2000,2,42,0.288602015372464,-0.419716936188844,4.44708447690957
"two_step_Neyman",0.9,2000,2,420,-9.04596117522915,7.50895158511321,3.10424112547136
"two_step_LS",0.9,2000,2,420,-0.272610681277972,-1.13714228239175,2.9704063078339
"mRock",0.9,2000,2,420,-0.575718121866233,0.574454729329892,1.04671181241555
"two_step_Neyman",0.9,2000,2,421,1.94861036814283,-3.38113896086778,-2.79279910218349
"two_step_LS",0.9,2000,2,421,4.05350071166118,-4.53523854192377,-3.72891336357903
"mRock",0.9,2000,2,421,-0.134594247194515,-0.262777997665326,-4.63203649396119
"two_step_Neyman",0.9,2000,2,422,8.06877641148451,-4.76453583824751,-9.39358698321966
"two_step_LS",0.9,2000,2,422,4.16835112713206,-4.29886102551438,-5.94728409729714
"mRock",0.9,2000,2,422,0.814858863505276,-0.700124197365829,-7.14774818131329
"two_step_Neyman",0.9,2000,2,423,-0.793500890668094,0.205300699319471,-1.56017407645733
"two_step_LS",0.9,2000,2,423,-3.91646201239587,2.50287375243126,-0.591414066854597
"mRock",0.9,2000,2,423,0.0591745681341802,-0.313244580228792,-2.97910932869125
"two_step_Neyman",0.9,2000,2,424,6.25497925920577,-7.25990030061002,2.33616593155024
"two_step_LS",0.9,2000,2,424,6.21966934123344,-8.9521930570571,3.86106565759059
"mRock",0.9,2000,2,424,-0.34262369908331,0.502568982353436,-0.253355719255524
"two_step_Neyman",0.9,2000,2,425,-4.46967026401611,4.60454884140654,0.162910097165081
"two_step_LS",0.9,2000,2,425,-1.75911728008846,1.27444970277432,0.531863745117505
"mRock",0.9,2000,2,425,-0.0187188543438026,0.313089086532496,-0.630317817612408
"two_step_Neyman",0.9,2000,2,426,-4.65030977763177,5.72213135762786,-3.526259954762
"two_step_LS",0.9,2000,2,426,-5.19155710617953,4.69794215275699,-1.65944523462461
"mRock",0.9,2000,2,426,-0.173288543670662,0.161024001389017,-2.8352853364853
"two_step_Neyman",0.9,2000,2,427,2.04677340339836,3.33208729838355,-9.08857293552609
"two_step_LS",0.9,2000,2,427,0.149212056882941,4.60111975437329,-8.49964678206661
"mRock",0.9,2000,2,427,-0.0871965571981725,0.621607425346769,-5.56082282211715
"two_step_Neyman",0.9,2000,2,428,7.28984101318781,-11.0156888885891,7.75276577000471
"two_step_LS",0.9,2000,2,428,7.34817144108883,-8.1709219700888,4.79863910093871
"mRock",0.9,2000,2,428,1.35028138326324,-1.14428055114641,2.4606229362378
"two_step_Neyman",0.9,2000,2,429,5.64603505510882,-3.61121164462116,-6.7459189662061
"two_step_LS",0.9,2000,2,429,6.47011956111693,-3.4441690696006,-7.77740932208881
"mRock",0.9,2000,2,429,0.193934215191285,-0.105154310272616,-5.51253846846487
"two_step_Neyman",0.9,2000,2,43,11.9302919848005,-7.5111548691485,-4.58335870839039
"two_step_LS",0.9,2000,2,43,12.8832169534572,-6.68856018533797,-6.41369512722684
"mRock",0.9,2000,2,43,1.05286444585545,-0.96225108096001,-1.72940093512622
"two_step_Neyman",0.9,2000,2,430,-1.00750461076004,-0.215490636328155,-0.503679384567207
"two_step_LS",0.9,2000,2,430,0.876646670666152,-1.35282415856015,-1.28367330327848
"mRock",0.9,2000,2,430,-0.180334438648474,0.143961719468672,-1.97042978157693
"two_step_Neyman",0.9,2000,2,431,11.0875729722845,-10.2807674679687,-1.05898859344499
"two_step_LS",0.9,2000,2,431,9.82254638230327,-7.22861529631605,-2.81644595205557
"mRock",0.9,2000,2,431,1.55887283039717,-1.2219100451703,-1.4510244977553
"two_step_Neyman",0.9,2000,2,432,5.70917811613261,-0.242765099614893,-14.761708971747
"two_step_LS",0.9,2000,2,432,4.28194194586598,-0.276553080124587,-13.4490662239426
"mRock",0.9,2000,2,432,-0.0408264578310673,0.0262294581175602,-10.3252530338042
"two_step_Neyman",0.9,2000,2,433,9.36082353864727,-2.18825343149096,-11.0070132434412
"two_step_LS",0.9,2000,2,433,5.20873881570157,-1.92265694505566,-7.04277991001379
"mRock",0.9,2000,2,433,0.459627340013064,-0.293529601948893,-5.07523437774088
"two_step_Neyman",0.9,2000,2,434,0.732915208290637,2.07350236101753,-6.47506201629838
"two_step_LS",0.9,2000,2,434,1.6316254345336,0.888323678172057,-6.17070995576395
"mRock",0.9,2000,2,434,0.0695292094922006,0.143540212356248,-4.25848174980158
"two_step_Neyman",0.9,2000,2,435,-1.10517554895345,3.27357455241796,0.814214986884423
"two_step_LS",0.9,2000,2,435,-5.78525397728815,5.30604715768902,3.44353470032893
"mRock",0.9,2000,2,435,0.68989735887615,-0.821674705560974,2.07559181317828
"two_step_Neyman",0.9,2000,2,436,0.384719025588989,5.45159080351034,-9.70688912601987
"two_step_LS",0.9,2000,2,436,4.08773132447656,1.82960955329486,-9.64364520255425
"mRock",0.9,2000,2,436,-0.672575584048944,0.738507126630955,-4.99396271455862
"two_step_Neyman",0.9,2000,2,437,3.80933218256895,0.13354863851786,-6.59846783663572
"two_step_LS",0.9,2000,2,437,3.51543237641365,-1.06763554061897,-5.12128548787264
"mRock",0.9,2000,2,437,-0.0652032696603317,0.12134551160988,-3.96693659763137
"two_step_Neyman",0.9,2000,2,438,-2.68319336775928,-3.13108212448098,10.9842375408653
"two_step_LS",0.9,2000,2,438,-4.28773842117504,1.94479114822702,7.41838915879514
"mRock",0.9,2000,2,438,-0.509064953444723,0.278021638462804,3.45892593919882
"two_step_Neyman",0.9,2000,2,439,-1.02855658941886,0.260243977034696,7.90903680217096
"two_step_LS",0.9,2000,2,439,-11.0775846814422,7.23704133827342,11.1435022054539
"mRock",0.9,2000,2,439,-0.37315362377148,0.123040107800037,6.34873768387924
"two_step_Neyman",0.9,2000,2,44,-3.45511354742777,-0.858673658621621,3.82730935520927
"two_step_LS",0.9,2000,2,44,1.35771059640208,-0.494457591114019,-1.40364124551137
"mRock",0.9,2000,2,44,0.133295161121621,-0.0544831433514559,-1.26203974828429
"two_step_Neyman",0.9,2000,2,440,13.6418205646639,-5.19528454613456,-4.82342169191939
"two_step_LS",0.9,2000,2,440,9.47697045086929,-3.10653114056167,-2.69821953855171
"mRock",0.9,2000,2,440,1.25774019109333,-0.947336026952773,1.22791142572426
"two_step_Neyman",0.9,2000,2,441,-3.38343455800307,2.00173478262108,-3.04768552257202
"two_step_LS",0.9,2000,2,441,0.891037400123671,-2.36047841335443,-3.02112228017174
"mRock",0.9,2000,2,441,-0.520582313953298,0.650038397876524,-5.42626307945011
"two_step_Neyman",0.9,2000,2,442,-9.13066094380636,3.9435045672528,7.79844635769244
"two_step_LS",0.9,2000,2,442,-4.86401118728928,0.0201301153139783,7.58713595449733
"mRock",0.9,2000,2,442,-0.21317808985785,0.18133586513695,1.55107054828473
"two_step_Neyman",0.9,2000,2,443,4.8401865299337,-2.93497327843231,-8.86484347593029
"two_step_LS",0.9,2000,2,443,5.30853737889173,-2.68887949374706,-9.59963043916744
"mRock",0.9,2000,2,443,0.281361437004902,-0.351409989926418,-7.42992100141278
"two_step_Neyman",0.9,2000,2,444,-9.02229161892346,8.96676128075316,-0.0145125225676281
"two_step_LS",0.9,2000,2,444,-1.56989999243519,2.47098404861055,-1.03596631907155
"mRock",0.9,2000,2,444,-0.582436136343019,0.570772237716316,-1.27060659665806
"two_step_Neyman",0.9,2000,2,445,0.154657776193362,1.86125195049836,-8.58977685766152
"two_step_LS",0.9,2000,2,445,1.32484391098206,0.439790643618385,-8.33380734587678
"mRock",0.9,2000,2,445,-0.221565718616866,0.15387136459921,-7.33493087601924
"two_step_Neyman",0.9,2000,2,446,12.8342095015716,-4.38326508898658,-9.28241359336251
"two_step_LS",0.9,2000,2,446,3.81041787450444,-1.33382966013117,-3.34320688188234
"mRock",0.9,2000,2,446,1.65879638957227,-0.990225536220714,-3.52287181742646
"two_step_Neyman",0.9,2000,2,447,-2.41418953514937,0.225618385505355,5.35555192999163
"two_step_LS",0.9,2000,2,447,-1.10473465944291,-1.70176065526705,5.8929596005966
"mRock",0.9,2000,2,447,-0.246238374481068,-0.128798544559567,2.61678814174003
"two_step_Neyman",0.9,2000,2,448,-11.2583910998631,10.4876181621128,4.07581408658781
"two_step_LS",0.9,2000,2,448,-3.83525771713973,4.55534516189255,2.56586149623418
"mRock",0.9,2000,2,448,-0.578591966587291,0.826112026028812,2.21324954539877
"two_step_Neyman",0.9,2000,2,449,-2.3741737784304,-4.1318523561898,6.96773892414625
"two_step_LS",0.9,2000,2,449,-2.84290270942187,-0.266335720865317,3.83368854380475
"mRock",0.9,2000,2,449,0.266810550125516,-0.709032388100208,0.553534660360882
"two_step_Neyman",0.9,2000,2,45,1.894288318028,-0.839189898327957,-5.39678524440897
"two_step_LS",0.9,2000,2,45,3.57706839176425,-1.66207580046531,-6.26432102038035
"mRock",0.9,2000,2,45,-0.189598381647977,-0.0195774416822241,-5.02971088440533
"two_step_Neyman",0.9,2000,2,450,5.72311072945892,1.36800276107394,-8.38077177822511
"two_step_LS",0.9,2000,2,450,3.48319363395151,1.05518630790193,-5.88570377032443
"mRock",0.9,2000,2,450,0.159313852368703,0.375120484519338,-3.33590154403589
"two_step_Neyman",0.9,2000,2,451,3.97864464665849,-0.26444195288362,-7.36338064570212
"two_step_LS",0.9,2000,2,451,-1.38765431326209,0.533396029898586,-2.73225810466857
"mRock",0.9,2000,2,451,-0.226230269545399,0.473478319129006,-4.96600119789579
"two_step_Neyman",0.9,2000,2,452,-0.161246770400747,-0.236477446500742,5.34736514795934
"two_step_LS",0.9,2000,2,452,-1.02934624901145,0.852709816385458,4.99812326537705
"mRock",0.9,2000,2,452,0.523289085052836,-0.454363777331205,4.31131978340862
"two_step_Neyman",0.9,2000,2,453,2.85300500785213,2.32695072729967,-3.17870958599839
"two_step_LS",0.9,2000,2,453,1.66315588674699,2.94157403918642,-2.80853762698968
"mRock",0.9,2000,2,453,-0.190438340319147,0.390522034128397,1.08664226537239
"two_step_Neyman",0.9,2000,2,454,10.7898438839364,-6.98331875513198,-3.02405833490741
"two_step_LS",0.9,2000,2,454,7.17725867270282,-3.16794433464218,-3.21690797869253
"mRock",0.9,2000,2,454,1.21475463109754,-0.843959762413728,-0.587712137680128
"two_step_Neyman",0.9,2000,2,455,3.65589791987011,-5.76389127197412,3.03306205910461
"two_step_LS",0.9,2000,2,455,1.17754439971095,-4.0661384552384,3.73286461178705
"mRock",0.9,2000,2,455,0.89662875403835,-0.950244125869762,0.118169683453843
"two_step_Neyman",0.9,2000,2,456,12.5965438430142,-10.0382570085828,-4.02348539650917
"two_step_LS",0.9,2000,2,456,8.23181418047321,-8.49728106810462,-1.34473705588442
"mRock",0.9,2000,2,456,1.05770796714249,-0.917583650013812,-2.78282809629974
"two_step_Neyman",0.9,2000,2,457,1.18324558050738,-2.70842026439107,-4.72245336895524
"two_step_LS",0.9,2000,2,457,-3.0678220550252,-0.980199842786436,-2.28512903628007
"mRock",0.9,2000,2,457,-0.778067603255466,0.396839674271033,-7.40837686591911
"two_step_Neyman",0.9,2000,2,458,3.27788593429826,-0.276582217929149,-8.07609256035741
"two_step_LS",0.9,2000,2,458,7.00582151363748,-4.21606040076579,-7.83970361690771
"mRock",0.9,2000,2,458,0.633282757733637,-0.611897588651404,-5.98055750966992
"two_step_Neyman",0.9,2000,2,459,2.20889767006391,1.88050034558703,-7.384069118032
"two_step_LS",0.9,2000,2,459,4.04245710798894,-0.656567133627255,-6.5658623870823
"mRock",0.9,2000,2,459,0.0458324716706482,0.234860574387901,-5.01253093472698
"two_step_Neyman",0.9,2000,2,46,10.8204539226174,-6.43466271121529,-8.01902878047099
"two_step_LS",0.9,2000,2,46,3.2811071962455,-2.16171373962548,-4.69766357648389
"mRock",0.9,2000,2,46,1.6345040415537,-1.2122201088202,-4.78507686819901
"two_step_Neyman",0.9,2000,2,460,5.38870756081381,-6.88168352715716,2.14107416463935
"two_step_LS",0.9,2000,2,460,5.73015850493993,-4.7478860012772,-0.353481294253626
"mRock",0.9,2000,2,460,0.181745715482886,-0.567119634582632,0.309354632597902
"two_step_Neyman",0.9,2000,2,461,1.21603925182458,-1.13824667486372,-6.10727441316236
"two_step_LS",0.9,2000,2,461,1.78571321760146,-4.24573103241332,-3.454168742937
"mRock",0.9,2000,2,461,0.253568663775892,-0.479851434607313,-6.62626771455921
"two_step_Neyman",0.9,2000,2,462,2.37764021930277,1.28830607963931,-9.74534665125137
"two_step_LS",0.9,2000,2,462,4.14786881361602,-1.15128870723371,-8.97511147314148
"mRock",0.9,2000,2,462,0.192546987672745,-0.119137497747123,-6.88877101452549
"two_step_Neyman",0.9,2000,2,463,14.1151135884314,-12.8179025481615,-2.20626515279798
"two_step_LS",0.9,2000,2,463,2.68985322894108,-4.05456800687899,0.553868099236126
"mRock",0.9,2000,2,463,1.83644407055391,-1.18390211929504,-2.19173886497775
"two_step_Neyman",0.9,2000,2,464,7.23460170246945,-2.6104360082841,-5.89947492576209
"two_step_LS",0.9,2000,2,464,0.959967594658223,0.029226401460023,-2.23328998757093
"mRock",0.9,2000,2,464,0.487302317840433,-0.355008147971706,-2.41388047253596
"two_step_Neyman",0.9,2000,2,465,-1.1484581045889,-0.0298344059312718,-2.18027051564491
"two_step_LS",0.9,2000,2,465,0.0625294387402375,-2.46086707340522,-0.973748887515228
"mRock",0.9,2000,2,465,-0.150471656700741,0.0295877152530726,-4.0215653697465
"two_step_Neyman",0.9,2000,2,466,-1.64890406097639,0.702288884794605,2.59816734448329
"two_step_LS",0.9,2000,2,466,-0.338560499978193,-0.181871243437218,2.22174679760853
"mRock",0.9,2000,2,466,-0.347367444045071,0.19832070303437,1.34695483006513
"two_step_Neyman",0.9,2000,2,467,2.73011504152425,-3.53334197861522,9.24210485607098
"two_step_LS",0.9,2000,2,467,-2.59864205831528,-0.0557323500860254,11.2277351148407
"mRock",0.9,2000,2,467,0.32355709165145,-0.187773418580585,6.16790750142916
