"Method","tau","n","p","seed","K","beta0","beta1","time"
"mRock_kNN_global_linear_Neyman",0.9,10000,1,385,921,-0.0130110988832832,0.011239221633792,63.408
"two_step_Neyman",0.9,10000,1,385,NA,-0.019438863802469,0.0139525159090637,0.0510000000000446
"two_step_LS",0.9,10000,1,385,NA,-0.0114850470443042,0.0100505889004792,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,386,461,-0.00127394160123595,0.000567339726491589,78.009
"mRock_kNN_local_linear_Neyman",0.9,10000,1,386,461,-0.00420302576200893,-0.000682656301978835,64.745
"mRock_kNN_global_linear_Neyman",0.9,10000,1,386,461,-0.00146043685633845,0.000718742270047201,65.889
"mRock_kNN_bs_Neyman",0.9,10000,1,386,921,-0.000586347538510612,0.000688756262103407,76.109
"mRock_kNN_local_linear_Neyman",0.9,10000,1,386,921,-0.00197761527678542,0.000152390637312649,60.374
"mRock_kNN_global_linear_Neyman",0.9,10000,1,386,921,-0.000731332709583477,0.000802391340236408,63.991
"two_step_Neyman",0.9,10000,1,386,NA,0.000244109478104493,-0.000213938963685045,0.0489999999999782
"two_step_LS",0.9,10000,1,386,NA,0.00165520017095688,-0.000991527892610478,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,387,461,0.00723733223551615,-0.00475161680864211,77.827
"mRock_kNN_local_linear_Neyman",0.9,10000,1,387,461,0.00584142006230137,-0.00952468394442008,64.507
"mRock_kNN_global_linear_Neyman",0.9,10000,1,387,461,0.00704933509239303,-0.00449478961252048,65.8
"mRock_kNN_bs_Neyman",0.9,10000,1,387,921,0.0076713591290769,-0.00573567361512728,76.095
"mRock_kNN_local_linear_Neyman",0.9,10000,1,387,921,0.00779879403778616,-0.00880391873309438,60.798
"mRock_kNN_global_linear_Neyman",0.9,10000,1,387,921,0.00746764999437977,-0.00555860955787857,64.372
"two_step_Neyman",0.9,10000,1,387,NA,0.0168823370488873,-0.0121338631351504,0.049000000000035
"two_step_LS",0.9,10000,1,387,NA,0.018121954697359,-0.0125884992331167,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,388,461,-0.00268187136751408,0.00668320808220413,78.09
"mRock_kNN_local_linear_Neyman",0.9,10000,1,388,461,-0.0048310718244966,0.00259068266225704,65.556
"mRock_kNN_global_linear_Neyman",0.9,10000,1,388,461,-0.00245509506607933,0.0065526050976934,67.038
"mRock_kNN_bs_Neyman",0.9,10000,1,388,921,-0.00336586868489586,0.00655901626657007,75.337
"mRock_kNN_local_linear_Neyman",0.9,10000,1,388,921,-0.00528239191066393,0.00508885717709617,59.569
"mRock_kNN_global_linear_Neyman",0.9,10000,1,388,921,-0.00312953193061549,0.00646182302825382,64.189
"two_step_Neyman",0.9,10000,1,388,NA,-0.00847387219335927,0.00803947523403625,0.0489999999999782
"two_step_LS",0.9,10000,1,388,NA,-0.00607435286917979,0.00684848752642742,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,389,461,0.000355268810023901,-0.00231378411565419,77.786
"mRock_kNN_local_linear_Neyman",0.9,10000,1,389,461,0.000530839479756962,-0.0069525962384489,64.566
"mRock_kNN_global_linear_Neyman",0.9,10000,1,389,461,0.000370238302130454,-0.00191348420848403,64.592
"mRock_kNN_bs_Neyman",0.9,10000,1,389,921,0.00125601145687182,-0.00315330050381757,75.601
"mRock_kNN_local_linear_Neyman",0.9,10000,1,389,921,0.00202542328742705,-0.00567054705634495,60.255
"mRock_kNN_global_linear_Neyman",0.9,10000,1,389,921,0.00135951775798082,-0.00281400916102426,62.285
"two_step_Neyman",0.9,10000,1,389,NA,-0.00119385325039389,-0.0024538353573762,0.0590000000000259
"two_step_LS",0.9,10000,1,389,NA,-0.00114101124598442,-0.00253777870145644,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,39,461,-0.00187976995603978,0.00533805110060692,83.425
"mRock_kNN_local_linear_Neyman",0.9,10000,1,39,461,-0.00228373564128614,0.000520045287240922,72.2
"mRock_kNN_global_linear_Neyman",0.9,10000,1,39,461,-0.00209308254759977,0.0058314044342942,70.602
"mRock_kNN_bs_Neyman",0.9,10000,1,39,921,-0.00103714468117722,0.00376175383300481,81.128
"mRock_kNN_local_linear_Neyman",0.9,10000,1,39,921,-0.00098158645116464,0.00132177971608805,64.696
"mRock_kNN_global_linear_Neyman",0.9,10000,1,39,921,-0.00121335162529879,0.00413130629125735,68.075
"two_step_Neyman",0.9,10000,1,39,NA,0.00232900979909001,0.00174824708074928,0.0600000000000023
"two_step_LS",0.9,10000,1,39,NA,-0.00233630180807309,0.00389867499099594,0.0199999999999818
"mRock_kNN_bs_Neyman",0.9,10000,1,390,461,0.00167207753484422,0.00722160486265766,78.605
"mRock_kNN_local_linear_Neyman",0.9,10000,1,390,461,-0.00142332804762035,0.00414721187369738,66.107
"mRock_kNN_global_linear_Neyman",0.9,10000,1,390,461,0.00188562316286522,0.00752804239127558,66.601
"mRock_kNN_bs_Neyman",0.9,10000,1,390,921,0.000624220038363488,0.00671009324335836,75.375
"mRock_kNN_local_linear_Neyman",0.9,10000,1,390,921,-0.000595402080376672,0.00575656087332455,60.165
"mRock_kNN_global_linear_Neyman",0.9,10000,1,390,921,0.000778294210423303,0.00695156014922294,64.27
"two_step_Neyman",0.9,10000,1,390,NA,-0.000965027562439102,0.00764578862612852,0.0470000000000255
"two_step_LS",0.9,10000,1,390,NA,0.00698835604854087,0.00368091813917237,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,391,461,0.00394455554223461,0.00350134036060723,76.543
"mRock_kNN_local_linear_Neyman",0.9,10000,1,391,461,0.00120576184392496,0.000230643528531971,64.283
"mRock_kNN_global_linear_Neyman",0.9,10000,1,391,461,0.00429235573114961,0.00341511016870255,65.069
"mRock_kNN_bs_Neyman",0.9,10000,1,391,921,0.00400475718662463,0.00343216628415188,74.603
"mRock_kNN_local_linear_Neyman",0.9,10000,1,391,921,0.00407711509127484,0.000900943585998348,59.985
"mRock_kNN_global_linear_Neyman",0.9,10000,1,391,921,0.00421727099137947,0.00334239206616882,62.71
"two_step_Neyman",0.9,10000,1,391,NA,0.0114749971391961,-0.00197121225094632,0.0500000000000114
"two_step_LS",0.9,10000,1,391,NA,0.00590584778348724,0.000854657256165403,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,392,461,-0.00262100307299895,0.00664339892057164,77.92
"mRock_kNN_local_linear_Neyman",0.9,10000,1,392,461,-0.00512984107538283,0.00433836672803034,64.543
"mRock_kNN_global_linear_Neyman",0.9,10000,1,392,461,-0.00239297935627003,0.00668183649266085,65.489
"mRock_kNN_bs_Neyman",0.9,10000,1,392,921,-0.00415983735459236,0.00729375568130486,75.255
"mRock_kNN_local_linear_Neyman",0.9,10000,1,392,921,-0.00556790308769384,0.00650299083801187,59.401
"mRock_kNN_global_linear_Neyman",0.9,10000,1,392,921,-0.00399989583900573,0.00738171705517177,62.893
"two_step_Neyman",0.9,10000,1,392,NA,-0.00634447819113682,0.0078459263781463,0.0550000000000068
"two_step_LS",0.9,10000,1,392,NA,-0.000381683022768753,0.00492039127505928,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,393,461,-0.00611919914274317,-0.00388498866970455,77.382
"mRock_kNN_local_linear_Neyman",0.9,10000,1,393,461,-0.00680323478558198,-0.00746984532794492,65.539
"mRock_kNN_global_linear_Neyman",0.9,10000,1,393,461,-0.00602749899176436,-0.00375039334917293,65.808
"mRock_kNN_bs_Neyman",0.9,10000,1,393,921,-0.00533648943740306,-0.00496998438029106,74.557
"mRock_kNN_local_linear_Neyman",0.9,10000,1,393,921,-0.00526498930281072,-0.00683071873485597,60.258
"mRock_kNN_global_linear_Neyman",0.9,10000,1,393,921,-0.00519052028245581,-0.00494396374835304,62.742
"two_step_Neyman",0.9,10000,1,393,NA,0.00081693631109947,-0.00868063105900818,0.049000000000035
"two_step_LS",0.9,10000,1,393,NA,-0.00570781111920704,-0.00549166578673965,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,394,461,0.000275081003165534,-0.00168639256130687,77.448
"mRock_kNN_local_linear_Neyman",0.9,10000,1,394,461,8.44039379814809e-05,-0.00569360277181463,65.232
"mRock_kNN_global_linear_Neyman",0.9,10000,1,394,461,0.000103365290871515,-0.00141295914125106,65.732
"mRock_kNN_bs_Neyman",0.9,10000,1,394,921,0.000963607097253627,-0.00269143433804109,75.106
"mRock_kNN_local_linear_Neyman",0.9,10000,1,394,921,0.00140036532129018,-0.00436036106364801,60.039
"mRock_kNN_global_linear_Neyman",0.9,10000,1,394,921,0.000813422059561253,-0.00245692278966381,63.074
"two_step_Neyman",0.9,10000,1,394,NA,0.00383640245593142,-0.0035348540122464,0.049000000000035
"two_step_LS",0.9,10000,1,394,NA,-0.000626177639898362,-0.00139898403813454,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,395,461,0.0088636690153423,-0.0039546396585064,77.16
"mRock_kNN_local_linear_Neyman",0.9,10000,1,395,461,0.00495578132944163,-0.00605523794508001,64.439
"mRock_kNN_global_linear_Neyman",0.9,10000,1,395,461,0.00892299271875063,-0.00380751745569219,64.79
"mRock_kNN_bs_Neyman",0.9,10000,1,395,921,0.00912822150163417,-0.00509530999075869,74.861
"mRock_kNN_local_linear_Neyman",0.9,10000,1,395,921,0.00657103960320349,-0.00563182968009679,59.983
"mRock_kNN_global_linear_Neyman",0.9,10000,1,395,921,0.00948321801676477,-0.0051214894019771,62.395
"two_step_Neyman",0.9,10000,1,395,NA,0.0153840763138045,-0.00850042663963313,0.0499999999999545
"two_step_LS",0.9,10000,1,395,NA,0.0131111394387999,-0.00722669446106039,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,396,461,-0.00571265600816906,0.00147420009961818,78.012
"mRock_kNN_local_linear_Neyman",0.9,10000,1,396,461,-0.0074542159229618,-0.00165144776723869,64.454
"mRock_kNN_global_linear_Neyman",0.9,10000,1,396,461,-0.00504873030946662,0.00122790078150548,66.14
"mRock_kNN_bs_Neyman",0.9,10000,1,396,921,-0.00274314979715307,-0.000994184208771287,76.138
"mRock_kNN_local_linear_Neyman",0.9,10000,1,396,921,-0.0044105299909023,-0.00211580066473571,60.355
"mRock_kNN_global_linear_Neyman",0.9,10000,1,396,921,-0.00241444514944766,-0.00104714918169924,64.317
"two_step_Neyman",0.9,10000,1,396,NA,0.00233296719242615,-0.00399899314066543,0.0489999999999782
"two_step_LS",0.9,10000,1,396,NA,-0.00527886846308778,-0.000178455412064071,0.0109999999999673
"mRock_kNN_bs_Neyman",0.9,10000,1,397,461,0.00956107697757247,-0.00860244189163462,77.984
"mRock_kNN_local_linear_Neyman",0.9,10000,1,397,461,0.00907845725948109,-0.0132265356067389,65.599
"mRock_kNN_global_linear_Neyman",0.9,10000,1,397,461,0.009564175072174,-0.00815090588466694,66.206
"mRock_kNN_bs_Neyman",0.9,10000,1,397,921,0.0106011603324501,-0.0102771488211477,75.612
"mRock_kNN_local_linear_Neyman",0.9,10000,1,397,921,0.0103114511211364,-0.0122181245272257,60.133
"mRock_kNN_global_linear_Neyman",0.9,10000,1,397,921,0.0103353803808806,-0.0092868618748092,63.829
"two_step_Neyman",0.9,10000,1,397,NA,0.0236405939888165,-0.0183474366645977,0.0489999999999782
"two_step_LS",0.9,10000,1,397,NA,0.0104784623759493,-0.0118022161744529,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,398,461,0.0039057010400223,-0.00312076567478048,76.381
"mRock_kNN_local_linear_Neyman",0.9,10000,1,398,461,0.00404338565452633,-0.00788918241061287,64.663
"mRock_kNN_global_linear_Neyman",0.9,10000,1,398,461,0.0032925005809219,-0.00206923698087413,65.998
"mRock_kNN_bs_Neyman",0.9,10000,1,398,921,0.00217355176089029,-0.00186570168830302,74.679
"mRock_kNN_local_linear_Neyman",0.9,10000,1,398,921,0.00127759177341513,-0.00355362625052091,60.077
"mRock_kNN_global_linear_Neyman",0.9,10000,1,398,921,0.00155966266822816,-0.00111918413615486,63.609
"two_step_Neyman",0.9,10000,1,398,NA,0.00184093053248957,-0.00309833714398788,0.0520000000000209
"two_step_LS",0.9,10000,1,398,NA,-0.00338587695224302,-0.000462189918809752,0.0129999999999768
"mRock_kNN_bs_Neyman",0.9,10000,1,399,461,-0.00595067975627606,0.00207304115468698,76.809
"mRock_kNN_local_linear_Neyman",0.9,10000,1,399,461,-0.00831565019436686,-0.00150169102197584,64.981
"mRock_kNN_global_linear_Neyman",0.9,10000,1,399,461,-0.00584892225965694,0.00209374765428061,64.274
"mRock_kNN_bs_Neyman",0.9,10000,1,399,921,-0.00549370993005205,0.00104271942944223,74.972
"mRock_kNN_local_linear_Neyman",0.9,10000,1,399,921,-0.00631854763538375,-0.000969918206443765,59.204
"mRock_kNN_global_linear_Neyman",0.9,10000,1,399,921,-0.00542473017448897,0.00105185200228242,62.575
"two_step_Neyman",0.9,10000,1,399,NA,-0.00350979477076629,-0.000504469576875,0.0489999999999782
"two_step_LS",0.9,10000,1,399,NA,-0.00564536137323013,0.000364718248710094,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,4,461,0.000397949519472807,-0.00599216816356574,83.919
"mRock_kNN_local_linear_Neyman",0.9,10000,1,4,461,-0.000605782214732731,-0.00883920457321574,69.381
"mRock_kNN_global_linear_Neyman",0.9,10000,1,4,461,0.000872485069292273,-0.00615552789548302,71.01
"mRock_kNN_bs_Neyman",0.9,10000,1,4,921,0.00223663843677291,-0.00736333317436877,81.738
"mRock_kNN_local_linear_Neyman",0.9,10000,1,4,921,0.00130855154027198,-0.00809911316896894,63.584
"mRock_kNN_global_linear_Neyman",0.9,10000,1,4,921,0.0027122471548966,-0.0075079652544523,69.407
"two_step_Neyman",0.9,10000,1,4,NA,-0.000350430473172292,-0.00645717083420561,0.0620000000000118
"two_step_LS",0.9,10000,1,4,NA,-0.00267881939020742,-0.00533370781544651,0.0139999999999532
"mRock_kNN_bs_Neyman",0.9,10000,1,40,461,0.00159439518764293,0.00332767586132077,83.704
"mRock_kNN_local_linear_Neyman",0.9,10000,1,40,461,-0.000956832213657721,-0.000703551098435451,72.545
"mRock_kNN_global_linear_Neyman",0.9,10000,1,40,461,0.00150545049426842,0.00344637788943158,70.668
"mRock_kNN_bs_Neyman",0.9,10000,1,40,921,-0.000439818718234175,0.00373369361690257,81.634
"mRock_kNN_local_linear_Neyman",0.9,10000,1,40,921,-0.00125588978854529,0.00157539873010304,65.38
"mRock_kNN_global_linear_Neyman",0.9,10000,1,40,921,-0.000525030048639241,0.00384850535567161,68.132
"two_step_Neyman",0.9,10000,1,40,NA,-0.00185429373699764,0.00373825204200529,0.0540000000000305
"two_step_LS",0.9,10000,1,40,NA,0.000623799362612143,0.00248572370270361,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,400,461,0.0136714930026234,-0.00921616496002953,76.326
"mRock_kNN_local_linear_Neyman",0.9,10000,1,400,461,0.0134425791657171,-0.014706991147142,63.771
"mRock_kNN_global_linear_Neyman",0.9,10000,1,400,461,0.0134913190884178,-0.00886000025086897,64.539
"mRock_kNN_bs_Neyman",0.9,10000,1,400,921,0.0143872265907203,-0.0105958291222512,74.458
"mRock_kNN_local_linear_Neyman",0.9,10000,1,400,921,0.0140808273866198,-0.0130204718129678,58.435
"mRock_kNN_global_linear_Neyman",0.9,10000,1,400,921,0.014227801955826,-0.0102971906199469,62.512
"two_step_Neyman",0.9,10000,1,400,NA,0.0227138067378077,-0.0164047276826156,0.0500000000000114
"two_step_LS",0.9,10000,1,400,NA,0.0222634453220714,-0.0163322069145182,0.0169999999999959
"mRock_kNN_bs_Neyman",0.9,10000,1,401,461,0.0154939145102073,-0.00441073460472108,77.367
"mRock_kNN_local_linear_Neyman",0.9,10000,1,401,461,0.0122000612257649,-0.00751400426546267,63.591
"mRock_kNN_global_linear_Neyman",0.9,10000,1,401,461,0.0150735443632202,-0.00366244266547477,64.588
"mRock_kNN_bs_Neyman",0.9,10000,1,401,921,0.0128529755523137,-0.00324892861487136,76.053
"mRock_kNN_local_linear_Neyman",0.9,10000,1,401,921,0.0110065885956365,-0.004960411081115,58.365
"mRock_kNN_global_linear_Neyman",0.9,10000,1,401,921,0.012472012148941,-0.00259810986363762,63.23
"two_step_Neyman",0.9,10000,1,401,NA,0.024386082082607,-0.00936317597568292,0.0470000000000255
"two_step_LS",0.9,10000,1,401,NA,0.022723287881379,-0.00842991255833825,0.0160000000000196
"mRock_kNN_bs_Neyman",0.9,10000,1,402,461,-9.04284019365154e-05,-0.00526683424306551,77.093
"mRock_kNN_local_linear_Neyman",0.9,10000,1,402,461,-0.00144558056106248,-0.00736565144219226,64.102
"mRock_kNN_global_linear_Neyman",0.9,10000,1,402,461,0.000235823918255607,-0.0052985118552753,64.453
"mRock_kNN_bs_Neyman",0.9,10000,1,402,921,0.00101420878829139,-0.00501381556430802,75.44
"mRock_kNN_local_linear_Neyman",0.9,10000,1,402,921,0.000220604084571363,-0.0058237959829972,58.706
"mRock_kNN_global_linear_Neyman",0.9,10000,1,402,921,0.00131693965073976,-0.0050916946684243,62.991
"two_step_Neyman",0.9,10000,1,402,NA,0.00499819474736229,-0.00762479060563681,0.049000000000035
"two_step_LS",0.9,10000,1,402,NA,0.000375006380030296,-0.00517902973339002,0.0109999999999673
"mRock_kNN_bs_Neyman",0.9,10000,1,403,461,0.0149831079910163,-0.00220271447882903,77.371
"mRock_kNN_local_linear_Neyman",0.9,10000,1,403,461,0.0125304334078764,-0.00623382452412757,64.523
"mRock_kNN_global_linear_Neyman",0.9,10000,1,403,461,0.0155704277983699,-0.00228857958045214,65.74
"mRock_kNN_bs_Neyman",0.9,10000,1,403,921,0.016639965672836,-0.00377419546968083,74.822
"mRock_kNN_local_linear_Neyman",0.9,10000,1,403,921,0.0154962933244216,-0.00563660491559936,58.307
"mRock_kNN_global_linear_Neyman",0.9,10000,1,403,921,0.017083303646815,-0.00380123232973162,63.232
"two_step_Neyman",0.9,10000,1,403,NA,0.019275712126571,-0.00594034081397732,0.049000000000035
"two_step_LS",0.9,10000,1,403,NA,0.018007023217286,-0.00523659163278722,0.0109999999999673
"mRock_kNN_bs_Neyman",0.9,10000,1,404,461,0.00207832402136621,-0.00896600882801213,78.382
"mRock_kNN_local_linear_Neyman",0.9,10000,1,404,461,-0.00204012721914082,-0.0107454387027364,66.342
"mRock_kNN_global_linear_Neyman",0.9,10000,1,404,461,0.00161865753247836,-0.00867007821759547,66.334
"mRock_kNN_bs_Neyman",0.9,10000,1,404,921,0.00281977989582471,-0.0100000040030097,76.017
"mRock_kNN_local_linear_Neyman",0.9,10000,1,404,921,0.000215297689023064,-0.0104198159913471,60.489
"mRock_kNN_global_linear_Neyman",0.9,10000,1,404,921,0.00236713774723385,-0.00954675844269959,63.633
"two_step_Neyman",0.9,10000,1,404,NA,-0.00588279080232046,-0.00592080866011768,0.049000000000035
"two_step_LS",0.9,10000,1,404,NA,-4.16413639148239e-06,-0.00887169463591819,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,405,461,-0.000358812889270421,0.00699824468562227,78.732
"mRock_kNN_local_linear_Neyman",0.9,10000,1,405,461,-0.00283862749791997,0.00247032493110266,66.016
"mRock_kNN_global_linear_Neyman",0.9,10000,1,405,461,2.00870853470647e-05,0.00698279932316881,66.286
"mRock_kNN_bs_Neyman",0.9,10000,1,405,921,-0.00165617249997441,0.00642597047450222,75.862
"mRock_kNN_local_linear_Neyman",0.9,10000,1,405,921,-0.00300273061420619,0.00432535362036512,60.614
"mRock_kNN_global_linear_Neyman",0.9,10000,1,405,921,-0.00130343155611046,0.0063224884012234,63.607
"two_step_Neyman",0.9,10000,1,405,NA,-0.0020472132872249,0.00513368383487611,0.0489999999999782
"two_step_LS",0.9,10000,1,405,NA,0.00521769436867214,0.00165204024686005,0.0110000000000241
"mRock_kNN_bs_Neyman",0.9,10000,1,406,461,-0.0117213284641027,0.0081324402784384,78.817
"mRock_kNN_local_linear_Neyman",0.9,10000,1,406,461,-0.0126977946309945,0.00313134332202081,66.428
"mRock_kNN_global_linear_Neyman",0.9,10000,1,406,461,-0.0118546701785291,0.00829767391430281,65.991
"mRock_kNN_bs_Neyman",0.9,10000,1,406,921,-0.0111911798135416,0.00651265192308559,75.89
"mRock_kNN_local_linear_Neyman",0.9,10000,1,406,921,-0.0119719522165052,0.0040415799653517,60.659
"mRock_kNN_global_linear_Neyman",0.9,10000,1,406,921,-0.011325304582412,0.00665387792651462,63.253
"two_step_Neyman",0.9,10000,1,406,NA,-0.0124387974442084,0.00607186701399831,0.0509999999999877
"two_step_LS",0.9,10000,1,406,NA,-0.00995926529755908,0.004746627483037,0.01400000000001
"mRock_kNN_bs_Neyman",0.9,10000,1,407,461,-0.000717037286310118,-0.00330716061917391,78.673
"mRock_kNN_local_linear_Neyman",0.9,10000,1,407,461,-0.0016089833846189,-0.00660949241006303,66.228
"mRock_kNN_global_linear_Neyman",0.9,10000,1,407,461,-0.000801225748867429,-0.00310101688664366,66.198
"mRock_kNN_bs_Neyman",0.9,10000,1,407,921,0.000983625149836964,-0.00441568988209351,76.143
"mRock_kNN_local_linear_Neyman",0.9,10000,1,407,921,0.00065873826454399,-0.00597319750979652,60.475
"mRock_kNN_global_linear_Neyman",0.9,10000,1,407,921,0.000980156943988897,-0.00420705890061779,63.649
"two_step_Neyman",0.9,10000,1,407,NA,-0.00404059711060301,-0.00242485108654344,0.0500000000000114
"two_step_LS",0.9,10000,1,407,NA,-0.00125970131506437,-0.00392158326210179,0.0120000000000005
"mRock_kNN_bs_Neyman",0.9,10000,1,408,461,0.0105191604795887,-0.0043692955915513,77.041
"mRock_kNN_local_linear_Neyman",0.9,10000,1,408,461,0.00682782620141342,-0.00614721670506491,66.144
"mRock_kNN_global_linear_Neyman",0.9,10000,1,408,461,0.00945628497581152,-0.00296908561605314,66.217
"mRock_kNN_bs_Neyman",0.9,10000,1,408,921,0.00760657361795425,-0.00288953608750697,74.697
"mRock_kNN_local_linear_Neyman",0.9,10000,1,408,921,0.00540720397330419,-0.00338708553493916,60.667
"mRock_kNN_global_linear_Neyman",0.9,10000,1,408,921,0.00667897095066783,-0.00144776223574894,63.779
