"Method","tau","n","p","seed","K","beta0","beta1","beta2","beta3","time"
"two_step_Neyman",0.9,5000,3,240,NA,4.86135656919144,-3.30230060070761,-1.03289602612563,-0.337233033879919,0.0309999999999775
"two_step_LS",0.9,5000,3,240,NA,-3.61811743279175,9.19077613895548,6.0474605206526,-2.63610774166203,0.0160000000000196
"mRock_kNN_global_linear_Neyman",0.9,5000,3,241,301,11.817112309905,-3.30142830750391,-5.10845741845217,0.404277756091271,8.43599999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,241,301,-2.21797030329678,1.63872427827818,-1.08371550502036,1.70347179056898,11.907
"mRock_kNN_global_linear_Neyman",0.9,5000,3,241,602,8.04106236154469,-4.00972360620588,-4.24018277135707,1.22945292114421,7.363
"mRock_kNN_global_bs_Neyman",0.9,5000,3,241,602,-2.6185171191984,1.85658208179785,-0.914655141123965,2.28352613558396,10.612
"two_step_Neyman",0.9,5000,3,241,NA,5.95543441020324,-1.2514858454615,-3.51825934071931,1.25812330302255,0.0349999999999966
"two_step_LS",0.9,5000,3,241,NA,-1.09005696789226,8.42485951598147,1.55990815633501,0.41437185413103,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,242,301,13.9578612491677,-3.17791952909141,-8.33516222347762,-0.340357196060206,9.06700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,242,301,-0.0453822539969855,1.92039202736979,-1.65743912413313,-1.3359414961261,12.165
"mRock_kNN_global_linear_Neyman",0.9,5000,3,242,602,12.1166924819019,-3.12631816018312,-7.78562091472199,-3.60551440890309,7.97999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,242,602,0.214849326948701,1.45255433359905,-2.40018877638232,-1.37844151468648,11.515
"two_step_Neyman",0.9,5000,3,242,NA,5.34122918560884,-0.514813590082119,-4.0364944509992,3.14767321056522,0.0349999999999966
"two_step_LS",0.9,5000,3,242,NA,-2.52567052566668,13.1519194192473,-0.350544226227416,0.847429705154817,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,243,301,18.4575076369149,-2.40578674504712,-9.80400256331382,-5.56563798884596,8.333
"mRock_kNN_global_bs_Neyman",0.9,5000,3,243,301,1.07205636402785,0.0947922467331375,-5.3570267378461,-0.514214806939104,12.484
"mRock_kNN_global_linear_Neyman",0.9,5000,3,243,602,13.0982197223623,-1.22465264887185,-8.17683654231597,-4.64842125025091,7.55900000000003
"mRock_kNN_global_bs_Neyman",0.9,5000,3,243,602,0.647729228683248,0.215664505602447,-5.68890391091971,0.0046479869701086,11.571
"two_step_Neyman",0.9,5000,3,243,NA,7.58273025901002,-4.5160144099974,-7.16017501456834,1.46555291847227,0.0380000000000109
"two_step_LS",0.9,5000,3,243,NA,-2.11315119935339,9.0959694627532,-2.33855038033286,2.56611181321158,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,244,301,11.3370839772513,-3.00993427980319,-0.905005100905259,-0.0591704114838336,7.85199999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,244,301,0.878020315633863,2.91577784287502,4.15975718178765,-2.16606827057326,11.273
"mRock_kNN_global_linear_Neyman",0.9,5000,3,244,602,10.4260416546875,-0.926761759734744,-0.80901395893612,-3.08659326696378,7.27200000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,244,602,1.797829008951,3.87986427677895,3.99975637690476,-2.96955152659268,10.772
"two_step_Neyman",0.9,5000,3,244,NA,5.044433429257,3.0651536558258,3.15453269833338,-1.62989679150074,0.0319999999999823
"two_step_LS",0.9,5000,3,244,NA,-1.26781345423321,13.4444183021074,6.72164515327796,-2.86813265743731,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,245,301,14.8440832852805,-8.42234035948405,-2.06794607843848,1.61080772269656,9.69500000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,245,301,1.99326398273569,-6.16135974629756,1.30776547891021,4.99537217827038,12.492
"mRock_kNN_global_linear_Neyman",0.9,5000,3,245,602,11.7485160356334,-10.8209395798675,-2.77146501293373,5.73922596308015,8.21599999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,245,602,1.66256040183897,-7.64854721070619,1.81211576082324,7.1221447910319,11.505
"two_step_Neyman",0.9,5000,3,245,NA,6.05541113083473,-11.6105133298392,1.38353473183734,12.9488318189967,0.046999999999997
"two_step_LS",0.9,5000,3,245,NA,0.500781829514504,-2.37034746283926,6.48565366547687,9.63975593103241,0.0200000000000102
"mRock_kNN_global_linear_Neyman",0.9,5000,3,246,301,11.7420745147225,-6.94498773159078,-1.31973550232577,2.04301632114946,9.697
"mRock_kNN_global_bs_Neyman",0.9,5000,3,246,301,-0.267517809453595,-0.171408462463046,2.72194803939697,0.501376628376431,12.844
"mRock_kNN_global_linear_Neyman",0.9,5000,3,246,602,11.2204437426017,-5.57084916917603,-1.54978679818103,0.305514704270145,8.22400000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,246,602,0.493445657730347,-0.352860925785402,2.5179517239432,1.09453664466287,11.713
"two_step_Neyman",0.9,5000,3,246,NA,7.90511807379981,1.39568061848522,0.334866777605967,-2.89361570192388,0.0360000000000014
"two_step_LS",0.9,5000,3,246,NA,0.278104035090824,11.4732614160453,4.43107433499986,-1.8553717065558,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,247,301,15.149677259286,-3.66855884720708,-6.30825777051553,-2.59720265177339,14.821
"mRock_kNN_global_bs_Neyman",0.9,5000,3,247,301,2.41736538312557,4.29858886209459,-1.6287022145295,-7.53630254313204,17.601
"mRock_kNN_global_linear_Neyman",0.9,5000,3,247,602,12.9171382766102,-2.45303846555309,-6.8574285779911,-3.6288455424792,11.04
"mRock_kNN_global_bs_Neyman",0.9,5000,3,247,602,2.36810827205113,4.56923495400455,-1.99506952608248,-7.20001661710329,15.778
"two_step_Neyman",0.9,5000,3,247,NA,10.6930251014186,8.31631346153144,-4.42504801022896,-17.1176722466775,0.0420000000000016
"two_step_LS",0.9,5000,3,247,NA,1.62133968028307,19.3284755401302,-0.104879841160588,-14.534668634538,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,248,301,13.8880587659615,-1.35993431041705,-5.40433998755284,0.109225779639162,13.197
"mRock_kNN_global_bs_Neyman",0.9,5000,3,248,301,-0.23973866234849,5.43874099355227,0.628783965659697,-3.77619111513927,16.799
"mRock_kNN_global_linear_Neyman",0.9,5000,3,248,602,10.4396766002919,-0.220743374034981,-3.8572010789756,-1.17394925221341,10.286
"mRock_kNN_global_bs_Neyman",0.9,5000,3,248,602,-0.387405838562337,5.71961226091935,1.18894175646405,-4.49803140605256,14.776
"two_step_Neyman",0.9,5000,3,248,NA,5.82095023346106,2.95644240237977,0.0239240229991213,-6.99789747657669,0.0420000000000016
"two_step_LS",0.9,5000,3,248,NA,-2.05006003846294,15.1984311468298,4.64574798877431,-8.18777556508143,0.018999999999977
"mRock_kNN_global_linear_Neyman",0.9,5000,3,249,301,12.6202880671481,-8.17272809368322,-4.969300921058,5.65085966909838,12.636
"mRock_kNN_global_bs_Neyman",0.9,5000,3,249,301,-1.72599170958717,-0.373831784454886,-1.32582950612722,1.80082043103475,15.371
"mRock_kNN_global_linear_Neyman",0.9,5000,3,249,602,8.41637985160127,-5.82871085511428,-4.37733259082697,2.51545357927825,9.667
"mRock_kNN_global_bs_Neyman",0.9,5000,3,249,602,-2.10953255691703,0.600425160901506,-1.61897005219604,0.642750768338189,13.949
"two_step_Neyman",0.9,5000,3,249,NA,4.22135200465172,0.481889384285955,-1.54552362117654,-0.506498178985332,0.039999999999992
"two_step_LS",0.9,5000,3,249,NA,-6.03888139947265,15.9219319164754,5.34383071984367,-2.97151130641023,0.01400000000001
"mRock_kNN_global_linear_Neyman",0.9,5000,3,25,301,14.1506774392387,-0.77745586541509,-1.11570972156999,-1.05584435506564,8.495
"mRock_kNN_global_bs_Neyman",0.9,5000,3,25,301,0.255589900689131,5.71854533283906,3.82065464393337,-1.19951222991297,11.71
"mRock_kNN_global_linear_Neyman",0.9,5000,3,25,602,10.177187246948,-1.94272375512785,-0.316873229750035,0.452347086564322,7.221
"mRock_kNN_global_bs_Neyman",0.9,5000,3,25,602,0.458075895889326,5.84914628787099,4.98361381520778,-3.01993041763704,10.8
"two_step_Neyman",0.9,5000,3,25,NA,4.48263572039678,6.5536985550784,6.4436649552093,-3.03942769810069,0.0279999999999916
"two_step_LS",0.9,5000,3,25,NA,-3.31968369857816,20.7751714263726,11.1845352949782,-6.41033825370173,0.0150000000000148
"mRock_kNN_global_linear_Neyman",0.9,5000,3,250,301,13.8953206416869,-8.20944895985431,-4.26153808425351,-4.07702412158677,11.952
"mRock_kNN_global_bs_Neyman",0.9,5000,3,250,301,-0.0793355029630183,-1.71048882505915,-0.716293638167203,-4.57888038984679,15.982
"mRock_kNN_global_linear_Neyman",0.9,5000,3,250,602,11.7294170193422,-8.80850539690078,-4.22565995873961,-3.07305587532768,9.88999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,250,602,-0.810878176674974,-2.13617606302983,-0.453446829137736,-3.88577281725029,14.166
"two_step_Neyman",0.9,5000,3,250,NA,6.02480608563787,-5.62933621781195,-1.08880566074984,-5.15787650892749,0.0409999999999968
"two_step_LS",0.9,5000,3,250,NA,-0.844950456615623,1.4341108563493,4.99758820240729,-4.50357460094784,0.0149999999999864
"mRock_kNN_global_linear_Neyman",0.9,5000,3,251,301,10.2130779337134,-5.17793610546578,-3.7240549762104,6.01803016758244,10.15
"mRock_kNN_global_bs_Neyman",0.9,5000,3,251,301,-1.23146448738199,0.992617991389533,1.65476461900165,4.5536391209017,13.694
"mRock_kNN_global_linear_Neyman",0.9,5000,3,251,602,7.89706780736878,-5.79419204711371,-4.19603237964222,6.59796484171659,8.804
"mRock_kNN_global_bs_Neyman",0.9,5000,3,251,602,-0.886886812147401,0.426762499983284,0.635115310128739,5.8966325322507,12.534
"two_step_Neyman",0.9,5000,3,251,NA,1.43164454205448,2.96415269531872,3.32517330236046,6.39645057495644,0.054000000000002
"two_step_LS",0.9,5000,3,251,NA,-3.9313915323977,11.6234130088096,5.1596409267893,6.59371489033718,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,252,301,13.1488892373341,-3.65991162597009,-8.03122256190798,3.77222117638986,9.256
"mRock_kNN_global_bs_Neyman",0.9,5000,3,252,301,-0.718637608144225,2.838352806247,-3.66832770828735,1.78751231567108,12.305
"mRock_kNN_global_linear_Neyman",0.9,5000,3,252,602,10.7574926111115,-3.82020931912803,-7.69069495474113,2.13060612906156,8.06100000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,252,602,-0.993394378709634,2.37999605993897,-3.46126430645334,1.29066816672255,11.692
"two_step_Neyman",0.9,5000,3,252,NA,8.02113575295197,-1.97291430386194,-7.79187533135085,0.858650607348167,0.0379999999999825
"two_step_LS",0.9,5000,3,252,NA,0.856851278359205,9.83655586484669,-5.03763527024516,0.0812198453607902,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,253,301,12.0795508415311,-10.8486055190686,-1.37992564980768,4.81406109032524,8.795
"mRock_kNN_global_bs_Neyman",0.9,5000,3,253,301,-0.684741497554155,-7.42120131426445,1.7891492527005,5.0071534653005,12.194
"mRock_kNN_global_linear_Neyman",0.9,5000,3,253,602,8.40835465005781,-8.55859427800783,-1.31997022551125,3.01340573982514,7.58600000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,253,602,-1.24571213212183,-7.99605822533085,1.7733392994953,5.78113857074508,11.56
"two_step_Neyman",0.9,5000,3,253,NA,2.11332243803923,-7.79211416865418,2.20385241590937,7.88152827494343,0.0320000000000107
"two_step_LS",0.9,5000,3,253,NA,-5.08971844111285,5.97784040373716,7.68003632340984,3.2873542587049,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,254,301,12.9675365410565,-7.22287321639302,-6.29833475120392,3.67252276991307,8.869
"mRock_kNN_global_bs_Neyman",0.9,5000,3,254,301,-2.46951292189251,-1.97885356273903,-1.66190014594818,0.874195054514777,12.413
"mRock_kNN_global_linear_Neyman",0.9,5000,3,254,602,11.1837594552653,-5.5297638691825,-7.12222147288699,0.762057213720204,8.22999999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,254,602,-2.27018349906337,-1.43500184145651,-2.75342308419425,-0.329827962375294,11.646
"two_step_Neyman",0.9,5000,3,254,NA,5.01871278945971,-2.9184999312485,-6.26815205464908,-0.195897570282779,0.0320000000000107
"two_step_LS",0.9,5000,3,254,NA,-2.82553130652087,8.66946218222148,-2.05550814419024,-0.23206550271793,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,255,301,13.5053714530389,-10.4370068489795,-4.87089149306187,2.71535411487811,8.374
"mRock_kNN_global_bs_Neyman",0.9,5000,3,255,301,-0.195872453845571,-3.3346209038697,-1.68442483448993,0.560425294396434,12.138
"mRock_kNN_global_linear_Neyman",0.9,5000,3,255,602,9.87299523337001,-9.90034664521782,-3.90736012048117,2.20068238905923,7.53300000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,255,602,0.0409852914994939,-4.60248027367004,-2.14291604929436,2.18322529751482,11.244
"two_step_Neyman",0.9,5000,3,255,NA,5.61089594533723,-9.09136957073844,-1.91450134848681,4.7214785841257,0.0320000000000107
"two_step_LS",0.9,5000,3,255,NA,0.423318995762439,0.398617657947662,2.10141204316055,1.5502726913737,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,256,301,13.3466363841547,-9.39407691832209,-3.98017930947189,3.18923100972954,9.01899999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,256,301,0.0485252492010095,-3.7240887290921,-0.405677633969751,2.72892372699042,12.231
"mRock_kNN_global_linear_Neyman",0.9,5000,3,256,602,10.0560496667429,-9.99874878971802,-4.63636304179516,4.91213643005357,7.684
"mRock_kNN_global_bs_Neyman",0.9,5000,3,256,602,-0.255486295790231,-3.63872086104104,-1.33693042417055,3.12199734827584,11.364
"two_step_Neyman",0.9,5000,3,256,NA,5.79468887042334,-9.11953162064516,-3.05580280360132,6.87783617380114,0.0279999999999916
"two_step_LS",0.9,5000,3,256,NA,-2.89625091430528,5.47312524456849,1.13685294168685,4.726374060281,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,257,301,12.6670222688416,-3.57270713470476,-7.39275694318975,3.65386606978237,8.624
"mRock_kNN_global_bs_Neyman",0.9,5000,3,257,301,-2.48316330466307,-1.11954883424798,-0.597066324410814,6.04846968851745,12.258
"mRock_kNN_global_linear_Neyman",0.9,5000,3,257,602,8.57762150984797,-3.93822323721146,-6.48365847513597,3.60168487952745,7.233
"mRock_kNN_global_bs_Neyman",0.9,5000,3,257,602,-2.41176582642369,-1.84637828385561,-1.43193669096897,5.19335951341731,11.124
"two_step_Neyman",0.9,5000,3,257,NA,4.08484390652389,-3.24018356889074,-3.38702262328293,6.09167333212033,0.0339999999999918
"two_step_LS",0.9,5000,3,257,NA,-4.13947478085514,12.5269456188692,-0.176377400681936,3.4213452347334,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,258,301,13.4057162046891,-5.55545126485624,-8.78692246844521,0.741284105833318,9.081
"mRock_kNN_global_bs_Neyman",0.9,5000,3,258,301,0.40549902198667,1.02068733008937,-4.1364173552893,-1.88035405779326,12.362
"mRock_kNN_global_linear_Neyman",0.9,5000,3,258,602,11.2564179928266,-5.89368280142352,-7.637241779262,-0.57669465491865,7.73699999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,258,602,0.844728160792646,-0.899440181305767,-3.9888880425587,-1.49753169601848,11.695
"two_step_Neyman",0.9,5000,3,258,NA,5.26435229762872,-2.34723771009246,-4.55667470971555,1.26615355212635,0.0300000000000011
"two_step_LS",0.9,5000,3,258,NA,-3.4473915259626,10.5905187706657,-1.19355184132314,2.40640101760736,0.0109999999999957
"mRock_kNN_global_linear_Neyman",0.9,5000,3,259,301,16.0338050181224,-2.08783428292946,-1.20232706071634,-6.8981065555403,8.53399999999999
"mRock_kNN_global_bs_Neyman",0.9,5000,3,259,301,1.51326086936072,3.81521923205182,1.36580743240207,-4.04549456227469,11.726
"mRock_kNN_global_linear_Neyman",0.9,5000,3,259,602,12.4986493404372,-2.50821313087807,-2.05120553821667,-4.8496466473287,7.51999999999998
"mRock_kNN_global_bs_Neyman",0.9,5000,3,259,602,1.82884723202668,4.42431380943109,1.11352277151304,-4.76444800360233,11.61
"two_step_Neyman",0.9,5000,3,259,NA,9.84355246844632,7.89630311097466,1.23968352015611,-16.1368334433015,0.0299999999999727
"two_step_LS",0.9,5000,3,259,NA,-1.56962969338266,18.6533424206803,8.745308194371,-11.2558546663637,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,26,301,12.1769174102526,-4.56142647979234,-4.03364557558347,4.16825580830049,8.16000000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,26,301,-0.984830509393317,1.59361956994983,-0.223193401712664,2.0580944912175,11.903
"mRock_kNN_global_linear_Neyman",0.9,5000,3,26,602,9.81533911074433,-3.50556464668312,-4.94108536332739,3.01693965302289,7.422
"mRock_kNN_global_bs_Neyman",0.9,5000,3,26,602,-0.808319226856312,2.78881313757581,-1.22614003723012,1.59505870704941,11.149
"two_step_Neyman",0.9,5000,3,26,NA,4.63417209416566,-1.19869276814365,-3.91848762814399,6.82742768159929,0.0320000000000107
"two_step_LS",0.9,5000,3,26,NA,-1.94945829359984,10.9802544986757,-0.243749263802423,4.17919822000755,0.0120000000000005
"mRock_kNN_global_linear_Neyman",0.9,5000,3,260,301,13.1380332003329,-0.939891505555775,-5.24349416202839,-0.731487849063745,9.553
"mRock_kNN_global_bs_Neyman",0.9,5000,3,260,301,-0.0113570762588941,3.07537075058793,-0.750272358127231,1.12439132294618,11.715
"mRock_kNN_global_linear_Neyman",0.9,5000,3,260,602,11.8369016549678,-0.42267309352612,-6.80076362538519,-2.6921944616998,7.93700000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,260,602,0.0773444184686864,3.03987493242028,-0.790116772163382,0.989928289073927,11.175
"two_step_Neyman",0.9,5000,3,260,NA,5.47917274001458,5.56878751187239,-1.9303758609625,0.383009820833399,0.0300000000000011
"two_step_LS",0.9,5000,3,260,NA,-5.40475293269792,19.5095412599905,2.74371433742348,3.45004538543738,0.00999999999999091
"mRock_kNN_global_linear_Neyman",0.9,5000,3,261,301,16.442858747481,-4.9583000225905,-5.71779220919598,0.747122540283049,8.96300000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,261,301,1.90506288362869,-1.02918140444745,-1.81709468871335,0.0980261974249239,12.722
"mRock_kNN_global_linear_Neyman",0.9,5000,3,261,602,12.4819168474339,-5.74440309508143,-5.85655456757201,0.408558294075588,7.88600000000002
"mRock_kNN_global_bs_Neyman",0.9,5000,3,261,602,1.3356554160766,-1.84598827859666,-1.7038932371245,0.913538172435078,11.789
"two_step_Neyman",0.9,5000,3,261,NA,8.12816930757589,-5.36958759348387,-6.9283199835731,2.83364725881387,0.0349999999999966
"two_step_LS",0.9,5000,3,261,NA,0.672157768398513,6.36178061677462,-2.1553409859171,1.23208050500143,0.0130000000000052
"mRock_kNN_global_linear_Neyman",0.9,5000,3,262,301,12.2179006800356,-6.74409268099929,-2.50251388813128,0.195944747173185,9.751
"mRock_kNN_global_bs_Neyman",0.9,5000,3,262,301,0.31952615807037,-0.862272886253596,1.52472552656971,-1.22459744252787,12.151
"mRock_kNN_global_linear_Neyman",0.9,5000,3,262,602,10.334100018301,-6.12726662062613,-2.90790707508634,-1.84915837451413,7.982
"mRock_kNN_global_bs_Neyman",0.9,5000,3,262,602,0.595941572643643,-0.900624581976036,1.48852866769354,-1.62045699377663,11.741
"two_step_Neyman",0.9,5000,3,262,NA,5.78761227044237,-0.0256136979378139,1.0958800529118,-2.9405443916323,0.0389999999999873
"two_step_LS",0.9,5000,3,262,NA,-1.84985713438748,9.03727558565617,5.66668735768564,-1.55159351532706,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,263,301,12.9746783829621,0.902526663360071,-7.20701728984057,-0.626281814538831,9.24900000000001
"mRock_kNN_global_bs_Neyman",0.9,5000,3,263,301,0.376463084231192,6.03166626399373,-3.08823669771547,-1.81217853026765,12.411
"mRock_kNN_global_linear_Neyman",0.9,5000,3,263,602,10.4443873268839,-0.623483162582679,-7.50569608876104,0.161801972225454,7.756
"mRock_kNN_global_bs_Neyman",0.9,5000,3,263,602,0.140939890203593,4.4242727939928,-3.4673196361994,-1.06031149433768,11.471
"two_step_Neyman",0.9,5000,3,263,NA,3.61517679897706,5.37914492366077,-2.15734397365293,-1.18953580847854,0.039999999999992
"two_step_LS",0.9,5000,3,263,NA,-4.8873716016273,17.0937374699737,5.96904244480634,-3.09774765771,0.0159999999999911
"mRock_kNN_global_linear_Neyman",0.9,5000,3,264,301,10.8579273497238,-4.30610934109482,-5.64768386130212,2.47104515670388,8.483
